lncRNAs	SRR5816403	SRR5816404	SRR5816405	SRR5816406	SRR5816407	SRR5816409	SRR5816412	SRR5816413	SRR5816414	SRR5816415	SRR5816416	SRR5816417	SRR5816422	SRR5816423	SRR5816424	SRR5816425	SRR5816426	SRR5816427	SRR5816431	SRR5816432	SRR5816433	SRR5816434	SRR5816435	SRR5816436	SRR5816399	SRR5816401	SRR5816402	SRR5816408	SRR5816410	SRR5816411	SRR5816419	SRR5816420	SRR5816421	SRR5816428	SRR5816429	SRR5816430	SRR6002855	SRR6002856	SRR6002857	SRR6002858	SRR6002859	SRR6002860	SRR6002861	SRR6002862	SRR6204755	SRR6204756	SRR7550104	SRR7550105	SRR7550106	SRR7550107	SRR7550108	SRR7550109	SRR7550110	SRR7550111	SRR7550112	SRR7550113	SRR7550114	SRR7550115	SRR7550116	SRR7550117	SRR7550118	SRR7550119	SRR7550120	SRR7550121	SRR7550122	SRR7550123	SRR7550124	SRR7550125	SRR7550126	SRR7550127	SRR8245084	SRR8245085	SRR8245086	SRR8245087	SRR8245088	SRR8245089	SRR8245090	SRR8245091	SRR8245092	SRR8245093	SRR8245094	SRR8245095	SRR8518510	SRR8518511	SRR8518512	SRR8518513	SRR8518514	SRR8518515	SRR10015151	SRR10015152	SRR10015153	SRR10015154	SRR10015155	SRR10015156	SRR10015157	SRR10015158	SRR10015159	SRR10015160	SRR10015161	SRR10015162	SRR10015163	SRR10015164	SRR10015165	SRR10015166	SRR10015167	SRR10015168	ERR5730247	ERR5730248	ERR5730250	ERR5730252	ERR5730254	ERR5730256	ERR5730259	ERR5730261	ERR5730263	ERR5730268	ERR5730270	ERR5730273	ERR5730275	ERR5730277	ERR5730279	ERR5730280	ERR5730282	ERR5730285	ERR5730287	ERR5730208	ERR5730209	ERR5730210	ERR5730211	ERR5730212	ERR5730213	ERR5730214	ERR5730215	ERR5730216	ERR5730217	ERR5730218	ERR5730219	ERR5730220	ERR5730221	ERR5730222	ERR5730223	ERR5730224	ERR5730225	ERR5730226	ERR5730227	ERR5730228	ERR5730229	ERR5730230	ERR5730231	ERR5730232	ERR5730235	ERR5730236	ERR5730237	ERR5730238	ERR5730239	ERR5730240	ERR5730243	ERR5730246	ERR5730233	ERR5730234	ERR5730241	ERR5730242	ERR5730244	ERR5730245	ERR5730249	ERR5730251	ERR5730253	ERR5730255	ERR5730257	ERR5730258	ERR5730260	ERR5730262	ERR5730264	ERR5730265	ERR5730266	ERR5730267	ERR5730269	ERR5730271	ERR5730272	ERR5730274	ERR5730276	ERR5730278	ERR5730281	ERR5730283	ERR5730284	ERR5730286	SRR14120319	SRR14120318	SRR14120317	SRR14120316	SRR13167947	SRR13167945	SRR13167943	SRR13167941	SRR13167939	SRR13167937	SRR13167946	SRR13167944	SRR13167942	SRR13167940	SRR13167938	SRR13167936
BnaA03LNG0008000.1	0.929617	1.059407	0.665994	0.848347	0.707902	0.746148	0.541769	1.200813	1.119992	1.250089	0.656520	0.555716	1.033702	1.068898	0.915173	0.710706	1.062460	0.812106	1.149519	0.761495	0.778617	0.572104	0.559518	0.468788	0.720645	1.227778	1.579712	0.824676	0.690328	1.021830	1.031535	1.139625	1.027558	1.249273	1.452721	1.021763	0.879942	1.190706	0.545938	0.657017	1.060262	0.714454	0.920383	0.997641	1.055359	1.002024	2.365710	2.222098	2.248567	1.935695	2.882159	2.028806	3.518192	3.293706	2.080038	1.924357	2.109182	1.639639	2.895851	1.982498	2.562046	1.924263	3.592621	3.116965	2.371225	1.681127	1.633271	1.324587	3.357849	2.899980	1.464829	0.943075	1.038694	1.799649	1.616747	1.369818	1.907939	1.840402	1.586826	1.746404	1.858110	1.323571	1.888209	1.535607	1.536597	1.750760	1.303164	1.754136	1.263890	0.574330	1.011760	1.169644	0.414558	0.529043	0.641398	1.256464	0.657136	0.422882	0.915248	0.763084	0.000000	0.000000	1.267931	0.863895	0.476255	1.554748	1.142098	1.347893	1.224611	1.183480	1.265520	1.954498	1.654984	1.131600	1.267269	1.224210	1.068836	1.166898	1.455673	1.156265	1.182665	1.571019	1.267929	1.250136	1.418668	1.329798	1.398080	1.252527	1.176881	1.347292	1.141572	1.109558	1.010715	1.278598	1.268276	1.215806	1.002289	1.738795	1.374108	1.121717	1.094070	1.239898	1.091540	1.638691	0.924391	1.575350	1.371829	1.246580	1.323839	1.402663	0.977349	1.459183	0.974529	1.130695	1.031361	1.488695	1.318080	1.241643	1.287829	1.315557	1.388117	1.155986	1.243867	1.076116	1.362929	1.354337	1.527475	1.290014	1.943143	1.285038	1.488967	1.264623	1.249748	1.494455	1.296160	1.229986	1.358854	1.752197	1.162293	1.540292	0.983473	1.311665	1.687675	1.022164	1.304191	1.074161	1.436661	1.216572	1.333251	1.722276	0.912900	1.177905	1.372245	0.781678	1.059908	1.001815	1.263022	1.551243	0.678365	1.236592	0.489324	1.309333
BnaA03LNG0008100.1	0.074584	0.028877	0.547461	0.566192	0.569506	1.722310	0.022564	0.057453	0.043898	0.381280	0.145704	0.664343	0.015854	0.010583	0.419306	0.714114	0.163283	0.492783	0.274533	0.458139	0.282149	0.015979	0.183836	0.265766	0.225802	0.031000	0.018574	0.555339	0.237246	0.835503	0.330894	0.033842	0.054777	0.101646	0.712628	0.027269	0.053469	0.035824	0.066023	0.279170	0.393588	0.022568	0.159585	0.156282	0.291571	0.379549	0.647864	0.013654	0.029953	0.502218	0.018350	0.139080	0.574150	0.019494	0.035100	0.603313	0.627119	0.382070	0.048880	0.405960	0.009845	0.134353	0.564795	0.573658	0.009386	0.218631	0.444946	0.383318	0.046159	0.063659	0.047133	0.136547	0.160467	0.769659	0.704744	0.443669	0.605398	0.045685	1.251964	0.032965	0.723863	0.025223	1.015549	0.325956	0.582897	0.878774	0.064703	0.666273	0.000000	0.000000	2.277286	2.037280	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030700	3.825235	0.000000	0.000000	0.000000	0.000000	0.000000	0.389509	0.459664	0.300952	0.774851	1.098434	0.043239	0.414535	0.944489	1.819571	0.730972	2.440795	0.807164	0.417929	0.385963	0.018395	0.641061	1.367109	0.019276	0.875907	0.989510	0.718423	0.215997	0.454263	0.797876	0.672068	0.375607	0.423893	0.543903	0.766967	0.519886	0.339869	1.001700	1.084565	0.103720	0.976887	0.899106	0.440784	0.255238	0.221283	1.054177	0.654662	0.624588	0.589735	0.451724	0.451249	1.507027	0.900028	0.860452	1.528388	0.196553	0.605890	1.631082	0.306717	0.417151	0.704698	0.255531	0.854268	0.875684	0.341949	0.385320	1.499868	1.600560	1.014029	0.428815	0.473149	1.371901	0.742166	0.302684	1.346029	0.535928	0.607899	1.204310	0.343581	0.633739	1.249613	0.708612	0.241441	0.523627	1.689834	1.415647	0.093665	0.661247	1.131739	1.190318	0.058575	0.018038	0.628462	0.276456	0.349897	0.068685	0.692006	0.017797	0.016636	0.028608	0.000000	1.434430
BnaA03LNG0008200.1	0.144821	0.259320	0.131426	0.020362	0.015440	0.109172	0.041057	0.181743	0.079958	0.106175	0.145614	0.065214	0.000000	0.243516	0.162547	0.051794	0.076083	0.044474	0.139756	0.111679	0.184933	0.098941	0.260825	0.186325	0.000000	0.035132	0.050539	0.000000	0.000000	0.013095	0.017902	0.021756	0.014385	0.020974	0.008010	0.048313	0.216222	0.283176	0.201143	0.151493	0.280974	0.119705	0.233218	0.094172	0.500597	0.394964	0.042962	0.059771	0.011683	0.149148	0.196151	0.028860	0.883546	0.741755	0.037907	0.057711	0.733376	0.934789	1.017582	0.524798	0.021862	0.022682	2.165418	2.607530	4.181819	0.170223	0.311166	0.331589	0.282777	0.255198	0.844987	0.692576	0.322706	0.318919	0.951795	0.465967	0.089120	0.065351	0.093426	0.157742	0.019555	0.176101	0.047591	0.000000	0.043436	0.027532	0.046139	0.063006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.208959	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074794	0.157746	0.070232	0.126335	0.119571	0.110535	0.095701	0.535220	0.346582	0.398572	0.369441	0.041181	0.080123	0.053373	0.033929	0.323096	0.227487	0.166520	0.129420	0.078288	0.072013	0.105282	0.037920	0.133354	0.114317	0.088322	0.129579	0.191220	0.139325	0.182919	0.127823	0.147424	0.186761	0.106219	0.129631	0.091428	0.195785	0.141858	0.063202	0.337904	0.212528	0.230757	0.215161	0.156392	0.363173	0.298051	0.246217	0.223287	0.345346	0.089430	0.160717	0.092753	0.209268	0.195812	0.076456	0.000000	0.084375	0.259043	0.074444	0.095065	0.172494	0.126250	0.143375	0.137412	0.191229	0.147884	0.153211	0.165791	0.168358	0.279212	0.199807	0.264561	0.137991	0.140413	0.176742	0.105151	0.000000	0.095587	0.201054	0.370530	0.130251	0.232370	0.082536	0.065677	0.002372	0.000000	0.029051	0.074887	0.000000	0.010591	0.033375	0.035016	0.009879	0.000000	0.124079	0.000000
BnaA01LNG0001600.1	1.395124	0.443243	0.534569	0.217025	0.164148	0.000000	0.345520	0.806093	0.394376	0.435754	0.517871	0.271322	1.664312	0.877615	0.801125	0.219455	0.159368	0.212003	0.513284	0.378183	0.187804	0.412684	0.413935	0.364240	0.621884	1.417109	1.065570	1.557248	1.096172	0.844386	2.132021	1.571755	1.350621	0.714702	0.794951	0.696420	1.026777	1.159027	0.469037	0.412643	0.582339	1.211801	0.649537	1.098496	0.000000	0.000000	0.326621	0.272675	1.349400	0.831463	0.282069	2.026466	17.894205	17.331312	2.028852	1.865960	26.106726	22.382050	15.223301	25.533783	1.771014	1.933303	32.270550	30.904091	24.594505	35.196812	39.182148	31.466248	0.267050	0.284800	1.496435	2.008913	1.553842	1.054950	2.322634	1.104769	2.318423	2.991660	2.109883	1.789382	3.877590	1.958544	0.007087	0.653716	0.022887	0.187976	0.426672	0.170910	1.766257	0.000000	0.917694	0.000000	0.000000	0.000000	0.000000	0.000000	0.045540	0.000000	0.000000	1.493388	1.078997	0.000000	0.000000	0.724824	0.865751	0.851733	3.313568	1.582177	1.329394	1.334752	1.446287	2.153344	2.875103	3.514600	3.654072	1.615802	1.799160	1.849223	1.982819	1.571350	1.386632	1.789763	1.684727	1.315362	1.040586	2.024990	2.260603	1.611609	1.776175	1.841346	2.314248	1.724369	2.440150	1.360247	1.990549	1.189236	0.887471	1.900382	1.621079	1.133076	1.390191	2.522515	2.708195	1.749710	2.392701	2.369264	3.516197	1.958334	3.021857	1.533889	1.365468	1.416338	1.639748	1.197257	1.678658	1.450783	1.821616	2.969545	2.055734	1.138913	1.951938	1.989721	1.998843	2.513023	1.585486	1.223652	2.815191	1.845881	1.820936	2.007953	3.013213	4.283270	1.615983	2.526764	1.624268	1.117916	3.221292	2.640479	1.526258	0.838841	1.457764	0.712399	2.754632	1.928977	1.064290	1.008848	1.744876	1.487676	0.515020	0.440243	0.000000	0.000000	0.000000	0.454251	0.000000	0.005629	0.000000	0.808284	0.000000	0.000000	0.000000	0.000000
BnaA03LNG0008300.1	2.576643	2.377937	2.187832	2.939385	2.873092	2.278076	8.314754	6.860484	7.309744	5.769078	6.814090	5.270240	2.209005	1.517887	2.091674	3.754817	4.020096	2.641510	8.374491	8.982985	13.006833	14.008558	8.557875	17.377350	36.614876	40.681599	35.792248	30.578144	32.517212	19.093056	27.964327	30.805872	27.818636	32.086575	35.189392	32.833866	6.374851	4.050958	0.882040	4.997266	5.367328	4.618629	4.286773	4.222750	13.210952	6.960545	26.056274	26.175550	11.620480	27.647724	41.911350	16.033371	30.528839	29.138033	15.698095	17.458641	4.964802	5.493134	33.128365	4.375924	11.556973	14.887392	20.341993	21.154137	21.880064	4.469968	4.416041	4.463253	34.774765	33.316948	12.171802	8.838643	9.141229	10.030696	11.942304	12.192276	36.682194	40.639771	39.558537	40.573006	45.579662	43.138966	54.163834	30.995943	60.116787	62.055397	30.202934	47.980389	6.275189	18.720388	17.138044	17.513172	2.108423	4.064970	1.485570	10.868458	6.256153	3.723340	4.306288	12.470381	12.672891	10.842513	5.187776	2.832968	9.908114	10.859195	11.885278	16.589439	16.634533	12.147221	15.788916	16.033258	19.109818	16.423269	18.415024	16.691460	16.667500	21.333990	18.726196	21.414604	18.350859	22.076241	16.599386	23.490826	19.446106	11.633485	14.514184	10.167945	13.574937	11.001164	17.445976	14.732437	17.465836	17.435352	17.537252	13.029721	18.414328	13.972454	17.565275	10.708826	18.342091	12.993463	21.578156	13.132870	15.069192	9.290250	18.920214	13.701902	17.162394	19.006016	16.342560	14.874714	21.416059	9.973810	17.453920	10.080604	14.021021	20.837866	20.864367	14.185493	17.415884	14.142816	20.251440	15.813628	21.514519	15.999517	22.094379	17.332899	10.710844	15.629671	17.510590	26.374838	16.363108	19.550690	17.433794	17.518950	24.756552	18.218304	16.128290	15.018171	13.819043	16.224808	27.269867	23.096216	16.379698	15.521227	55.712368	50.324104	44.790417	48.344517	1.915078	2.189943	0.441685	1.839490	1.755239	1.233547	1.538787	3.084029	3.174537	2.989692	4.197511	1.887860
BnaA03LNG0008400.1	0.985017	0.885018	0.603360	2.215914	1.882860	1.326218	1.303879	0.726460	2.060611	2.973224	1.343042	2.764480	2.227821	1.009915	1.960104	0.000000	2.221090	1.640442	4.332181	0.904317	0.972094	2.782976	0.941619	0.015892	0.000000	0.970811	0.467529	0.702347	2.225028	2.299959	0.094744	0.880361	1.040012	1.584873	1.421588	0.576886	0.872924	0.342977	0.583913	1.126359	0.858638	1.604060	0.366688	0.172784	1.184220	1.070963	0.727875	0.000000	0.377537	0.844345	0.617089	0.845142	0.945961	0.550079	0.546328	0.942018	0.574920	1.808728	0.721213	0.414321	0.748342	0.893600	0.716439	0.807491	0.581217	0.923366	0.725382	0.826351	0.135537	0.000000	2.715009	6.460227	2.700328	1.286198	2.063962	0.000000	2.251532	2.262658	1.668615	1.093151	1.258658	1.051652	0.000000	0.483329	0.212451	0.451316	0.531313	0.553321	0.000000	1.179142	0.226742	1.438276	0.350591	1.446599	1.389126	0.378911	0.000000	0.000000	0.000000	1.477912	3.279097	5.381658	0.390248	3.541400	1.416118	0.000000	0.610135	0.190860	1.023391	0.708404	0.084814	0.585600	0.666699	1.425350	1.428780	0.772036	0.392546	2.161456	1.951788	1.137305	0.561740	2.223132	0.303179	0.466103	1.882585	1.224008	1.165727	0.133659	0.021593	0.977954	1.427344	1.136554	1.421769	0.699627	0.586505	0.000000	0.771030	0.476531	0.876135	0.749234	0.416919	1.427245	0.116693	0.760634	0.089068	0.000000	0.991393	0.943640	1.273840	0.442575	0.777159	0.524239	0.727372	0.678029	0.190019	0.742422	0.721906	0.000000	0.506085	0.449440	1.214457	1.289012	1.460091	0.000000	1.057866	1.163382	1.059193	0.000000	0.031122	0.213302	0.103864	0.863782	0.081860	0.842860	0.000000	1.017792	0.231891	0.603924	2.697285	1.923246	1.232008	2.325343	0.000000	0.000000	1.647409	0.000000	0.000000	1.141233	0.000000	0.178575	1.446070	3.283701	0.000000	1.415483	0.813844	1.940588	3.833679	2.418700	2.438892	0.000000	1.130175	0.864393
BnaA03LNG0008500.1	0.205258	0.400694	0.979095	0.168771	1.288868	0.370913	0.130503	0.308105	0.653380	0.429685	0.088626	0.566665	1.341184	1.336453	1.257580	1.767625	1.947583	0.879742	0.507280	0.658073	1.062132	0.654165	0.138228	0.225188	0.251844	0.643676	1.550512	1.564381	1.515688	0.231607	0.208831	0.436233	0.778965	1.102565	1.986364	0.060408	0.548020	0.538312	0.249763	0.261063	0.081106	0.389275	0.142504	0.113776	0.521230	0.272045	0.725658	0.745108	0.975719	0.337605	0.205312	0.264463	0.545917	0.384210	0.634007	0.298943	0.804403	0.412044	0.583881	0.641549	0.368250	0.609412	0.878602	0.442571	0.376434	0.422589	0.455827	0.574894	0.255329	0.257983	0.550965	0.404133	0.143101	0.568437	0.141611	2.082694	0.679046	0.463958	3.578020	0.776988	2.222631	2.034549	0.346369	0.187067	0.099991	0.526640	0.469044	0.417412	0.052343	1.171922	0.006664	0.035453	0.176851	0.015879	0.271711	0.365726	0.000000	0.670986	0.015390	0.007603	0.026802	0.025249	0.574852	0.023148	0.046568	1.195851	0.321577	0.249213	0.455245	0.302145	0.637623	0.028269	0.066255	0.029535	0.043106	0.308042	0.076326	0.139936	0.430247	2.671074	1.445404	0.028651	0.419887	0.037755	0.030286	0.757365	0.938451	0.308418	0.339741	1.051079	1.267485	0.740482	0.564895	0.284752	0.050494	0.379892	0.251318	1.362889	0.946279	0.537697	0.675277	0.032051	0.019103	0.025228	0.200774	0.087190	0.081060	0.084420	0.529782	0.068790	0.023896	0.218260	0.032470	0.067513	0.423564	0.983188	1.383506	2.220698	0.016349	0.328345	0.920754	0.450772	0.634406	0.808675	0.219331	0.728505	0.543208	0.194825	0.212131	1.326357	0.348821	0.435023	0.334743	0.078996	0.047145	0.310788	0.106251	0.099573	1.874948	0.645030	0.174768	0.870720	0.859296	0.056591	0.435432	0.220948	0.638409	1.165678	0.363526	0.469204	0.419759	0.633832	0.672986	0.357649	0.559785	0.734258	1.002109	0.875042	0.057374	0.649183	0.752435	0.639459
BnaA03LNG0008600.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.012244	0.227685	0.000000	0.488287	0.243078	0.179148	0.015717	0.450834	0.056318	0.194865	0.264216	0.353223	0.473782	0.542861	0.321162	0.189452	0.202027	0.123767	0.678246	0.123059	0.055032	0.077892	0.245395	0.167922	0.310336	0.146367	0.191114	0.218592	0.252275	0.176027	0.174968	0.000000	0.000000	0.000000	0.000000	0.206441	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.629095	0.286269	0.507578	1.292096	0.846480	1.171627	0.601810	2.414559	0.579358	1.444184	0.542158	0.859423	0.664196	1.495866	3.372451	0.774559	1.670881	1.069373	3.046775	1.572168	1.443733	2.267074	1.456336	1.504982	0.000000	0.000000	0.000892	0.000000	0.000000	1.079060	1.328822	2.349408	2.100436	1.694349	1.445304	0.000000	0.000000	0.000000	0.001501	1.595336	1.331791	2.488340	0.904050	0.000000	0.000000	0.000000	0.000000	0.009238	0.017340	0.044231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010447	0.000000	0.000000	1.011471	0.667046	1.127211	0.957557	1.691619	1.129073	1.403694	1.065044	1.141909	0.673157	1.118309	1.155192	1.160141	1.000378	0.000000	0.000000	0.000000	0.651035	0.536619	0.000000	0.000000	0.000000	0.021613	0.000000	0.000000	0.000000	0.000000	1.489907	1.158724	1.857635	1.859080	1.337539	1.049761	0.957117	0.895901	1.347948	1.692131	0.025791	0.000000	0.000000	0.023056	1.091738	1.148150	1.890104	1.438550	1.979446	3.157453	0.714620	1.077018	0.664596	0.431502	0.701047	0.000000	0.849473	0.718869	0.681097	1.330901	0.396364	0.452228	0.710229	1.727822
BnaA03LNG0008700.1	0.899278	0.000000	1.051218	2.758608	0.689423	0.000000	0.000000	0.000000	1.931941	0.000000	0.000000	1.954645	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.324827	0.000000	0.552370	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.259473	0.000000	0.000000	0.000000	4.520854	0.000000	0.000000	4.566445	0.000000	0.000000	4.973978	4.374337	0.000000	0.000000	3.296230	3.079974	3.261949	3.450842	3.053757	4.122117	0.000000	6.659996	2.113034	0.000000	0.000000	0.000000	7.876521	0.000000	3.484319	1.123399	2.793560	25.300085	0.000000	0.000000	1.336702	0.000000	3.330342	1.900637	39.693188	3.777329	0.000000	0.000000	29.644485	0.000000	18.614689	3.593930	4.304616	20.499590	0.000000	5.482970	49.984661	2.851354	10.312428	0.000000	13.580519	4.916835	5.696928	0.000000	0.448199	0.000000	0.578266	0.000000	6.344404	11.980432	0.000000	0.000000	0.769113	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.229661	36.941986	0.000000	0.000000	12.274607	0.000000	0.000000	18.090096	37.990654	1.900996	3.663369	7.665507	0.000000	9.763564	5.767982	0.000000	13.870895	22.477562	0.000000	0.000000	2.146655	24.780436	3.163667	11.631411	17.625875	5.439920	2.504796	9.174558	0.000000	38.502522	3.414836	0.000000	8.300801	18.033323	29.438536	25.315655	5.119576	0.000000	12.838738	3.187274	27.980392	29.237446	0.000000	25.606657	0.000000	0.000000	0.000000	3.249458	6.546299	4.672840	17.858149	0.000000	3.466539	0.000000	6.858866	14.473199	0.000000	1.723748	0.000000	0.000000	22.047489	0.000000	7.062366	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	27.051960	2.151475	38.160301	27.695660	0.000000	33.243763	0.000000	20.490608	0.000000	0.000000	12.353148	14.518636	10.554426	0.000000	0.000000	3.502029	0.000000	8.560925	7.928114	0.000000	8.419352	11.409910	0.000000	0.000000	3.590386	0.000000	0.000000	11.877516
BnaA03LNG0008800.1	7.151772	4.963907	5.316700	4.378743	4.032670	3.561036	4.644556	1.970068	2.806705	3.448443	2.612370	3.808210	7.625331	4.446959	3.473623	3.625644	4.379185	3.905910	4.132770	4.955883	3.083308	3.604531	3.455458	3.491082	9.134051	7.529606	7.721347	8.559690	9.563485	7.712763	10.238915	8.994490	9.422802	7.800238	8.980426	6.145385	4.435281	5.664806	3.011531	3.757726	7.030139	7.567611	8.032004	8.162996	7.573736	7.704148	2.651789	2.914663	8.543518	2.079239	3.461759	5.212315	4.453447	5.605997	5.640865	4.975225	9.414844	7.132066	4.168635	8.759069	8.418715	4.719708	6.731355	6.362820	5.959489	2.171568	8.433126	7.501048	2.985500	3.840328	6.121703	6.155694	4.766798	4.658238	5.689032	5.596039	8.399905	10.886579	11.792996	10.412257	11.798869	9.072910	1.463359	12.225739	4.165798	6.072563	12.204289	7.031259	5.024210	7.291987	6.756505	7.787398	5.613966	1.806438	6.532606	11.783199	5.393550	4.537894	3.951043	7.869658	13.494031	15.087299	4.454602	5.415680	11.748451	13.104486	2.568290	8.453044	8.987658	5.905647	4.162149	5.303372	3.375893	7.354617	5.071393	5.679729	5.429750	9.067512	7.218184	9.821301	9.521049	4.379991	4.247794	9.511305	7.926893	5.713981	6.235836	6.210386	6.695348	5.895792	5.483380	6.907099	5.848796	8.125483	6.809584	6.562714	8.824665	5.838091	8.394410	6.205209	8.305535	4.926521	7.306483	5.339076	6.149632	5.367952	5.174683	6.798057	7.680907	7.629220	9.633997	7.126606	8.933181	8.108486	7.374349	7.036209	7.456670	4.431777	7.450751	6.869636	4.518203	2.524968	4.852070	6.546588	7.142694	7.586436	5.123451	3.427261	2.977881	4.696466	5.896201	4.978665	7.352980	5.737401	5.265819	6.611540	5.731279	6.721865	6.307027	7.710176	9.438681	8.618413	5.158606	5.419599	7.859188	6.932236	3.663521	6.367723	2.981964	6.548186	4.695237	7.510210	3.460410	2.344839	4.149663	3.786246	5.926546	9.619728	5.360976	5.870904	1.521990	9.400389
BnaA03LNG0008900.1	0.505186	0.192727	0.596150	0.369647	0.000000	0.424808	0.790406	1.471880	1.739034	1.224015	0.855351	0.337858	1.171202	0.083942	0.406196	1.377644	1.905131	0.464581	0.688397	0.551153	0.916616	0.141141	0.156461	1.265138	0.000000	0.857548	0.153521	1.241518	0.510500	2.517097	0.709676	0.645571	0.638628	0.403854	1.765877	1.162193	0.990269	0.185211	0.474482	0.319195	0.927102	0.319028	0.782996	0.000000	1.070211	0.063253	0.819716	0.660192	0.509807	0.000000	1.084565	0.270257	0.305282	1.218488	0.243613	1.235027	1.148725	1.308501	1.439936	0.062856	0.416802	0.611908	0.253440	0.191137	0.904059	0.060171	0.104924	0.152470	0.097770	0.062793	0.745294	0.586191	0.651804	1.274734	0.972830	0.886421	1.524815	0.574397	1.405309	0.444447	0.686491	2.456148	0.415624	1.397762	1.721816	0.180464	0.403655	1.263349	0.153817	0.886288	0.138528	0.856251	0.079626	0.438116	0.349581	0.937026	0.185736	0.042308	0.000000	0.188133	1.402878	1.018847	0.405807	0.542746	0.391808	0.716093	0.262191	0.908877	1.393341	0.885593	0.180714	1.742744	0.375594	1.477005	0.642204	0.885481	1.080484	0.515261	1.141041	0.517030	1.382223	0.638282	0.983349	0.531194	2.506437	0.747260	0.888604	0.579463	1.309434	0.724716	1.149650	0.835743	0.354329	0.626334	0.227254	0.827131	1.161122	0.442819	0.400145	0.920946	0.637430	0.669444	0.864447	0.265090	0.308148	0.233574	0.734284	0.707592	0.183629	0.232839	0.378691	1.027341	0.908507	0.876735	0.724962	0.461177	0.926238	0.187724	0.910562	0.642310	0.548142	0.597776	0.270765	0.941223	0.254204	0.289008	0.828087	0.538320	0.325810	0.170825	0.264909	0.457092	0.395549	0.189686	0.291649	0.569301	0.801849	0.971364	0.931690	1.032681	1.138925	0.807180	0.895329	0.489677	0.430460	0.446742	0.062584	0.193724	0.082062	0.090907	0.010605	0.850137	0.712264	0.189551	0.080714	1.510597	0.026363	0.187986	0.145157	0.095026	0.022039	0.000000
BnaA03LNG0008900.2	0.755854	0.310413	0.018987	0.644807	1.402183	0.145482	0.073666	0.231673	0.157507	0.456819	0.142843	0.775563	0.303124	0.437777	0.999771	0.824543	0.426025	1.661850	1.311203	1.389099	0.390086	0.008971	0.804888	0.652003	1.792650	0.241306	0.282566	0.275088	1.483874	0.667045	0.097264	1.593402	0.960846	1.484000	0.864569	0.448167	0.353811	1.103270	0.258290	0.473917	0.727500	1.142388	0.412571	0.496242	0.351675	0.703320	0.272143	0.391518	0.663340	0.498366	0.336988	0.641392	1.047686	1.005433	0.719118	0.499296	0.293824	0.284053	0.586718	0.507900	0.561098	0.557570	1.162352	1.148443	0.705223	0.354146	0.392118	0.788773	0.765987	0.486944	0.684791	0.570502	1.976045	1.929654	1.118418	0.211578	0.976118	1.415456	0.898429	1.730211	2.152092	1.128242	0.792603	0.943895	1.050987	0.998677	0.791834	0.789943	0.681032	0.000000	0.549852	0.000000	0.189887	0.000000	0.000000	0.505227	0.000000	0.000000	0.115017	0.903837	0.000000	0.000000	0.000000	0.000000	0.745417	0.466886	0.975384	0.439754	0.789118	0.871906	0.290804	0.702129	0.363627	0.493134	0.473936	0.827488	0.769239	3.136126	0.344532	1.609012	1.666938	0.612863	0.938056	0.615034	0.916047	0.801194	0.451442	0.349000	0.961742	0.784697	0.679580	0.614390	1.593340	0.378767	0.463211	0.841278	0.498217	0.630909	0.948353	0.556064	0.400310	0.515114	0.165471	0.246250	0.306370	0.427039	0.582788	0.356924	1.034051	1.103606	0.821801	1.332362	0.642719	0.725994	0.434713	0.565937	0.629521	0.233854	0.375653	0.454894	1.025174	1.195196	0.913743	0.563430	0.402423	0.739395	0.681334	0.458074	0.772263	1.298693	0.843908	0.854158	0.656390	1.307432	0.595380	0.505886	0.659752	0.691685	1.010778	0.844646	0.383776	0.902480	1.150797	0.950576	1.756417	1.423271	0.439234	1.137473	0.939137	0.467661	0.315350	0.206927	0.477808	0.518431	0.306578	0.276121	0.562642	0.889212	1.306069	0.701303	0.829270	1.162220
