PRJNA284624,SRR2036392,seed,brown_seeds___26_DAF,embryonal_Control_of_seed_coat_,Identification_of_genes_related_to_embryonal_Control_of_yellow_seed_coat_in_B._napus
PRJNA284624,SRR2036393,seed,yellow_seeds___26_DAF,embryonal_Control_of_seed_coat_,Identification_of_genes_related_to_embryonal_Control_of_yellow_seed_coat_in_B._napus
PRJNA293490,SRR2179614,flower,WSLA,Recessive_Male_Sterility_(RGMS),comparative_transcriptome_analysis_of_Recessive_Male_Sterility_(RGMS)_in_sterile_and_fertile_Brassica_napus_lines
PRJNA293490,SRR2179615,flower,WSLB,Recessive_Male_Sterility_(RGMS),comparative_transcriptome_analysis_of_Recessive_Male_Sterility_(RGMS)_in_sterile_and_fertile_Brassica_napus_lines
PRJNA293490,SRR2192464,flower,WSLA,Recessive_Male_Sterility_(RGMS),comparative_transcriptome_analysis_of_Recessive_Male_Sterility_(RGMS)_in_sterile_and_fertile_Brassica_napus_lines
PRJNA293490,SRR2192489,flower,WSLB,Recessive_Male_Sterility_(RGMS),comparative_transcriptome_analysis_of_Recessive_Male_Sterility_(RGMS)_in_sterile_and_fertile_Brassica_napus_lines
PRJNA317510,SRR3343235,Stem,stem___LHI,Harvest_index_(HI),Identification_of_differentially_expressed_genes_between_extremely_high_and_low_harvest_index_accessions
PRJNA317510,SRR3343236,Stem,stem___LHI,Harvest_index_(HI),Identification_of_differentially_expressed_genes_between_extremely_high_and_low_harvest_index_accessions
PRJNA317510,SRR3343237,flower,bud___HHI,Harvest_index_(HI),Identification_of_differentially_expressed_genes_between_extremely_high_and_low_harvest_index_accessions
PRJNA317510,SRR3343238,silique,silique_pericarp___LHI,Harvest_index_(HI),Identification_of_differentially_expressed_genes_between_extremely_high_and_low_harvest_index_accessions
PRJNA317510,SRR3347141,silique,silique_pericarp___HHI,Harvest_index_(HI),Identification_of_differentially_expressed_genes_between_extremely_high_and_low_harvest_index_accessions
PRJNA317510,SRR3347142,silique,silique_pericarp___HHI,Harvest_index_(HI),Identification_of_differentially_expressed_genes_between_extremely_high_and_low_harvest_index_accessions
PRJNA317510,SRR3348118,silique,silique_pericarp___HHI,Harvest_index_(HI),Identification_of_differentially_expressed_genes_between_extremely_high_and_low_harvest_index_accessions
PRJNA317510,SRR3349850,Seed,seed___HHI,Harvest_index_(HI),Identification_of_differentially_expressed_genes_between_extremely_high_and_low_harvest_index_accessions
PRJNA317510,SRR3351917,Seed,seed___HHI,Harvest_index_(HI),Identification_of_differentially_expressed_genes_between_extremely_high_and_low_harvest_index_accessions
PRJNA317510,SRR3352389,Seed,seed___HHI,Harvest_index_(HI),Identification_of_differentially_expressed_genes_between_extremely_high_and_low_harvest_index_accessions
PRJNA317510,SRR3355337,Seed,seed___HHI,Harvest_index_(HI),Identification_of_differentially_expressed_genes_between_extremely_high_and_low_harvest_index_accessions
PRJNA317510,SRR3355338,flower,bud___HHI,Harvest_index_(HI),Identification_of_differentially_expressed_genes_between_extremely_high_and_low_harvest_index_accessions
