lncRNAs	SRR1793815	SRR1793826	SRR1793831	SRR1793832	SRR1793833	SRR1793834	SRR1793847	SRR1793856	SRR1793857	SRR1793858	SRR1793859	SRR1793860	SRR1793863	SRR1793864	SRR1793865	SRR1793876	SRR1793908	SRR1793909	SRR1793911	SRR1793914	SRR1793916	SRR1793924	SRR1793925	SRR1793927	SRR1915969	SRR1915970	SRR1915971	SRR1915972	SRR1915973	SRR1915977	SRR1915978	SRR1915979	SRR1915980	SRR1915981	SRR1915982	SRR1915983	SRR5179562	SRR5179608	SRR7159498	SRR7159499	SRR7159500	SRR7159501	SRR3571677	SRR3571676	SRR3571675	SRR3571674	SRR3571673	SRR3571672	SRR3571671	SRR3571670	SRR5358952	SRR5358951	SRR5358954	SRR5358953	SRR5358956	SRR5358955	SRR5358950	SRR5358949	SRR5358958	SRR5358957	SRR5358942	SRR5358941	SRR5358944	SRR5358943	SRR5358946	SRR5358945	SRR5358940	SRR5358939	SRR5358948	SRR5358947	SRR5358972	SRR5358971	SRR5358974	SRR5358973	SRR5358976	SRR5358975	SRR5358970	SRR5358969	SRR5358978	SRR5358977	SRR5358962	SRR5358961	SRR5358964	SRR5358963	SRR5358966	SRR5358965	SRR5358960	SRR5358959	SRR5358968	SRR5358967	SRR5358932	SRR5358931	SRR5358934	SRR5358933	SRR5358936	SRR5358935	SRR5358930	SRR5358929	SRR5358938	SRR5358937	SRR7413617	SRR7413620	SRR7413619	SRR7413607	SRR7413614	SRR7413613	SRR7413610	SRR7413611	SRR7413612	SRR7413599	SRR7413606	SRR7413605	SRR7413616	SRR7413615	SRR7413618	SRR7413604	SRR7413603	SRR7413608	SRR7413622	SRR7413621	SRR7413609	SRR7413602	SRR7413601	SRR7413600	ERR4329526	ERR4329524	ERR4329527	ERR4329592	ERR4329591	ERR4329590	ERR4329589	ERR4329593	ERR4329535	ERR4329534	ERR4329533	ERR4329531	ERR4329536	ERR4329594	ERR3850137	ERR3850136	ERR3850135	ERR3850134	ERR3850133	ERR3850132	ERR3850143	ERR3850142	ERR3850141	ERR3850140	ERR3850139	ERR3850138	ERR3850131	ERR3850130	ERR3850129	ERR3850128	ERR3850127	ERR3850126	ERR3850173	ERR3850172	ERR3850171	ERR3850170	ERR3850169	ERR3850168	ERR3850179	ERR3850178	ERR3850177	ERR3850176	ERR3850175	ERR3850174	ERR3850167	ERR3850166	ERR3850165	ERR3850164	ERR3850163	ERR3850162	ERR3850154	ERR3850191	ERR3850190	ERR3850189	ERR3850188	ERR3850187	ERR3850186	ERR3850197	ERR3850196	ERR3850195	ERR3850194	ERR3850193	ERR3850192	ERR3850185	ERR3850184	ERR3850183	ERR3850182	ERR3850181	ERR3850180	SRR14356967	SRR14356968	SRR14356970	SRR14356969	SRR14356971	SRR14356972	SRR14356974	SRR14356973	SRR14356975	SRR14356976	SRR14356977	SRR14356978	SRR14356979	SRR14356980	SRR14356981	SRR14356982	SRR14356984	SRR14356983	SRR14356985	SRR14356986	SRR14356987	SRR14356988	SRR14356989	ERR4352134	ERR4352132	ERR4352130	ERR4352135	ERR4352133	ERR4352131	ERR3932786	ERR3932785	ERR3932784	ERR3932783	ERR3932782	ERR3932781	ERR3932780	ERR3932779	ERR3932778	ERR3932777	ERR3932776	ERR3932775	ERR3932773	ERR3932772	ERR3932771	ERR3932770	ERR3932769	ERR3932768	ERR3932767	ERR3932766	ERR3932765	ERR3932764	ERR3932763	ERR3932761	ERR3932760	ERR3932759	ERR3932758	ERR3932757	ERR3932756	ERR3932755	ERR3932754	ERR3932753	ERR3932752	ERR3932751	ERR3932750	ERR3932749	SRR11697977	SRR11697976	SRR11697964	SRR11697959	SRR11697958	SRR11697956	SRR11697954	SRR11697957	SRR11697975	SRR11697960	SRR11697955	SRR11697974	SRR11697972	SRR11697971	SRR11697970	SRR11697969	SRR11697968	SRR11697967	SRR11697963	SRR11697962	SRR11697965	SRR11697973	SRR11697966	SRR11697961	SRR12077446	SRR12077447	SRR12077448	SRR12077449	SRR12077450	SRR12077451	SRR12077452	SRR12077453	SRR12077454	SRR12615538	SRR12615541	SRR12615542	SRR12615535	SRR12615536	SRR12615537	SRR12615532	SRR12615533	SRR12615534	SRR12615539	SRR12615540	SRR12615531	SRR13255325	SRR13255326	SRR13255329	SRR13255330	SRR13255331	SRR13255332	ERR3596731	ERR3596732	ERR3596733	ERR3596734	ERR3596735	ERR3596736	ERR3596737	ERR3596738	ERR3596739	ERR3596740	SRR10896600	SRR10896601	SRR10896602	SRR10896603	SRR10896604	SRR10896605	SRR10070441	SRR10070440	SRR10070429	SRR10070418	SRR10070415	SRR10070414	SRR10070413	SRR10070412	SRR10070411	SRR10070410	SRR10070439	SRR10070438	SRR10070437	SRR10070436	SRR10070435	SRR10070434	SRR10070433	SRR10070432	SRR10070431	SRR10070430	SRR10070428	SRR10070427	SRR10070426	SRR10070425	SRR10070424	SRR10070423	SRR10070422	SRR10070421	SRR10070420	SRR10070419	SRR10070417	SRR10070416
BnaCnnLNG0001200.1 0.004842 0.043377 0.332784 0.279498 0.257708 0.064237 0.215985 0.179810 0.199762 0.307618 0.075223 0.038188 0.028453 0.107622 0.163508 0.216107 0.038996 0.542176 0.254602 0.322928 0.228559 0.066107 0.101067 0.787232 0.089675 0.038415 0.094140 0.052112 0.074542 0.097278 0.009066 0.094112 0.054194 0.029991 0.069950 0.098960 0.324118 0.221018 0.153430 0.437060 0.000000 0.197054 0.060969 0.022864 0.014814 0.010946 0.252888 0.082988 0.136210 0.134290 0.070735 0.007930 0.216549 0.003906 0.328023 0.328158 0.036934 0.000392 0.040039 0.092571 0.159156 0.434425 0.200659 0.603496 0.047002 0.134968 0.315895 0.125045 0.004926 0.128551 0.028689 0.207349 0.315245 0.158690 0.243430 0.023183 0.145562 0.001432 0.276697 0.237251 0.202914 0.457560 0.235030 0.150055 0.265176 0.178603 0.188016 0.197998 0.109007 0.020210 0.033419 0.300369 0.348419 0.178567 0.136904 0.473496 0.335329 0.561159 0.185777 0.464269 0.209356 0.225655 0.429819 0.466976 0.264491 0.236297 0.439699 0.301511 0.246134 0.293171 0.192784 0.224250 0.377672 0.347643 0.251540 0.206802 0.221413 0.222584 0.310289 0.151274 0.335596 0.259551 0.252819 0.249856 0.160703 0.227559 0.292880 0.107566 0.099421 0.061689 0.047817 0.050824 0.121454 0.194391 0.217570 0.292647 0.153672 0.114302 0.091503 0.110355 0.069895 0.041496 0.069566 0.073918 0.062357 0.084345 0.116452 0.105469 0.132701 0.100283 0.093860 0.138517 0.193296 0.142224 0.081791 0.151052 0.066170 0.083699 0.161752 0.084786 0.062922 0.144668 0.085748 0.088976 0.063341 0.096930 0.184859 0.138063 0.054882 0.025545 0.126869 0.079803 0.103521 0.131823 0.087070 0.332887 0.222834 0.224989 0.030089 0.029642 0.069417 0.160943 0.205667 0.189972 0.098963 0.152931 0.091515 0.068717 0.077756 0.145656 0.012774 0.177559 0.094485 0.492326 0.439183 0.581396 0.388694 0.531501 0.717134 0.440469 0.960972 0.265918 0.356406 0.554030 0.535720 0.058451 0.376539 0.215964 0.059812 0.123663 0.232202 0.268099 0.264020 0.288237 0.429789 1.255962 0.317054 0.179313 0.305473 0.274627 0.080214 0.071494 0.478669 0.700706 0.707722 0.696132 0.991375 0.827784 0.531046 0.686269 0.835479 0.714191 0.751600 0.732925 1.793636 1.489594 1.710766 2.243573 1.480812 1.381629 0.933462 1.281101 1.178464 1.319782 1.429146 1.491818 1.695519 1.644754 1.725091 1.373757 1.187822 0.973314 0.877044 0.799064 0.975798 0.716971 0.963206 0.814092 0.051636 0.078362 0.770173 0.286925 0.072791 0.182654 0.412661 0.581218 0.047589 0.471061 0.000000 0.197624 0.291041 0.707423 0.179438 0.909076 0.732342 0.414231 0.078235 0.964818 0.000000 0.046395 0.174150 0.713002 0.014374 0.087357 0.123867 0.062625 0.236132 0.555807 0.583279 0.028954 0.392834 0.311217 0.245252 0.619318 0.311301 0.316478 0.328777 0.261378 0.391313 0.157264 0.347667 0.423654 0.203154 0.000000 0.121917 0.008010 0.047062 0.092440 0.012554 0.222776 0.117252 0.082988 0.294281 0.556790 0.293641 0.129943 0.252888 0.330054 0.418084 0.062100 0.404726 0.455185 0.045361 0.021625 0.297945 0.163843 0.161759 0.100494 0.098161 0.047823 0.172058 0.218329 0.136409 0.028492 0.147411 0.091106 0.121357 0.129066 0.000000 0.183176 0.019340 0.063752 0.307130 0.248817 0.202410 0.080740 0.060250 0.037573 0.054937 0.109330 0.046897 0.102325 0.154937 0.094193 0.062504 0.084150 0.122911
BnaCnnLNG0001300.1 0.606874 0.148667 0.022611 0.467504 0.043238 0.000000 0.000000 0.317915 0.011945 0.331300 0.151043 0.947821 0.491517 0.409737 0.037273 0.188422 0.000000 0.000000 0.000000 0.061074 0.000000 0.052682 0.000000 0.020547 0.000000 0.193202 0.002579 0.000000 0.038271 0.108441 0.000000 0.163320 0.000000 0.095783 0.095910 0.566203 0.168087 0.000000 0.109930 0.000000 0.000000 0.816772 1.700829 0.508765 0.958927 0.384180 0.190337 0.555248 0.000000 0.058245 0.573944 0.630810 0.000000 0.011801 0.147089 0.568596 0.000000 0.487634 0.000000 0.005232 1.082975 0.000000 0.000000 0.000000 0.376328 0.000000 0.000000 0.740755 0.838898 1.023475 0.328664 0.004631 0.783174 0.000000 0.381045 0.000000 0.220675 0.711883 0.177886 0.000000 0.004417 0.259053 0.163590 0.555346 0.147413 0.000000 0.020168 0.324673 0.148467 0.257613 0.135372 0.035872 0.381644 0.000000 0.032112 0.000000 0.097776 0.000000 0.000000 0.005692 0.000000 0.000000 0.921918 0.000000 0.693933 0.389731 1.522693 0.106963 0.000000 1.258488 0.000000 1.549373 1.297294 1.099542 1.130123 1.003919 0.906978 0.931099 1.407587 1.451371 1.624451 1.634633 0.043096 2.367391 0.207856 0.000000 1.160125 0.181213 0.436492 0.005162 0.408434 0.257390 0.319422 0.254252 0.596359 0.452187 1.772199 0.583537 0.732899 0.650081 0.830548 5.361654 0.495365 0.836353 0.946302 0.451608 0.704064 0.410539 0.392476 0.664420 0.784989 1.162466 0.457411 0.276495 0.719737 0.182253 0.907544 0.197634 0.783817 0.439509 0.607735 0.513103 0.801657 0.344368 0.357090 0.376400 0.298800 0.372911 0.452119 0.098936 0.814003 0.765664 2.059794 0.805883 0.582209 2.668801 0.501898 2.784881 0.556365 0.500362 1.096957 1.867303 1.030502 0.450321 0.929268 0.176892 0.868795 0.331130 0.738980 0.556306 0.387020 0.365672 0.594898 0.797163 0.549553 1.346358 1.152633 0.724520 0.699517 0.000000 0.024919 0.598584 0.354536 0.034571 1.024997 0.912107 0.864465 2.662945 0.000000 0.585900 1.094063 1.244241 1.215137 0.013363 2.931953 0.000000 0.098164 0.383676 0.012591 0.376721 0.205893 0.005606 0.000000 0.094771 0.103870 0.000000 0.000000 2.851768 5.090642 0.000000 0.000000 0.000000 0.000000 0.000000 3.320488 0.993080 0.946603 0.720384 0.000000 2.012358 4.345111 0.225378 0.000000 0.031221 0.103365 0.000000 0.000000 2.281200 1.691578 0.000000 0.000000 0.000000 5.808554 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.835118 0.000000 0.000000 0.000000 1.600139 8.813701 0.000000 0.000000 2.769560 0.000000 0.000000 0.000000 0.095609 4.249421 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.027002 1.438290 0.004755 0.062793 1.302071 1.447747 0.906572 0.907515 1.068771 0.318070 1.221962 0.371015 0.955044 0.536200 1.583830 0.567814 0.232896 0.369623 0.773430 1.208210 0.405837 0.605302 1.347229 0.683032 0.568684 0.092322 0.000000 1.029188 0.249698 0.555248 0.946184 0.000000 10.446459 0.320779 0.190337 0.000000 7.933441 0.894837 4.769252 2.686583 2.004985 1.425799 1.794172 0.471337 1.298383 1.154955 0.466554 1.150509 0.000000 0.726172 0.013634 1.573192 0.972511 1.488708 1.637481 1.605493 1.958665 0.835947 0.239610 1.023529 1.242465 1.241011 2.357449 1.781085 0.481224 1.551931 1.363680 2.004174 2.127367 1.149367 1.755481 1.592833 2.582887 0.338560 1.516363
BnaCnnLNG0001400.1 0.0 0.021941 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.046736 0.000000 0.081880 0.0 0.000000 0.000000 0.000000 0.000000 0.0 0.000000 0.079316 0.076199 0.000000 0.000000 0.0 0.0 0.0 0.0 0.000000 0.0 0.0 0.000000 0.0 0.0 0.086808 0.069602 0.069317 0.028396 0.000000 0.000000 0.032928 0.000000 0.534200 0.579209 1.116829 1.382765 0.000000 0.000000 0.035023 0.000000 0.191947 0.138753 0.040626 0.000000 0.043838 0.119085 0.200556 0.092811 0.045218 0.000000 0.117892 0.238037 0.000000 0.327144 0.165649 0.163110 0.0 0.000000 0.213371 0.251045 0.000000 0.000000 0.045389 0.085257 0.060419 0.000000 0.076949 0.155385 0.129596 0.075468 0.062864 0.0 0.147521 0.116650 0.000000 0.182818 0.098884 0.146083 0.092644 0.127890 0.096592 0.365685 0.101673 0.374790 0.094429 0.0 0.196860 0.351175 0.083909 0.0 0.000000 0.000000 0.028796 0.086313 0.000000 0.057470 0.000000 0.000000 0.000000 0.074545 0.000000 0.000000 0.000000 0.046152 0.000000 0.000000 0.000000 0.210808 0.000000 0.0 0.0 0.000000 0.000000 0.000000 0.961027 0.454684 0.623417 0.672442 0.418578 0.790800 0.542042 0.410196 0.222400 0.099997 0.907898 0.259838 0.031096 0.780397 1.689481 1.195781 1.116717 1.096991 0.742654 1.014505 3.045323 2.085054 2.820178 1.155909 1.259813 1.225618 2.071150 1.606626 2.322757 1.050733 1.575971 1.312986 4.763234 3.397333 2.500765 2.975647 1.862876 1.511357 3.879712 3.208039 4.259150 2.707016 2.836998 2.170242 3.967299 3.060662 3.548771 2.100904 1.956092 1.761792 1.502864 1.582884 1.914377 1.432983 0.397581 0.472999 0.360546 0.773356 1.463555 1.343537 0.391275 0.531803 0.297483 0.690465 1.143725 1.210119 0.474965 0.532355 0.418824 0.867638 0.819504 0.957774 0.901160 0.698050 0.934086 0.294713 0.921515 0.425575 0.495432 0.666721 0.654630 1.932365 1.524924 2.507537 2.211789 1.622117 1.840848 2.182341 1.355003 1.477301 1.575224 2.078833 0.014797 0.082983 0.019644 0.018592 0.000000 0.009938 0.0 0.160570 0.0 0.0 0.0 0.149772 0.0 0.161135 0.0 0.0 0.000000 0.000000 0.481193 0.159947 0.316653 0.376401 0.420716 0.000000 0.000000 0.000000 0.0 0.081204 0.000000 0.145802 0.000000 0.000000 0.000000 0.000000 0.227139 0.000000 0.000000 0.0 0.000000 0.152715 0.000000 0.0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.0 0.000000 0.000000 0.024779 0.0 0.000000 0.0 0.025184 0.000000 2.155099 1.096832 1.337082 1.167238 2.167692 3.521940 3.437338 2.725833 5.458041 1.693071 1.595078 2.401847 1.175375 1.544951 0.980448 1.823385 1.187109 1.164965 1.974450 1.311455 1.224113 1.871761 2.198426 1.774896 2.456610 0.154221 0.000000 0.000000 0.019314 0.000000 0.000000 0.0 0.0 0.077825 0.000000 0.0 0.0 0.083872 0.000000 0.000000 0.000000 0.000000 0.062733 0.671660 0.869239 0.732791 0.307443 1.183116 1.881158 0.907706 1.345642 1.929720 2.169764 1.702189 1.932875 2.232990 1.720202 1.019670 1.342609 0.066102 0.521269 0.693080 0.219104 1.423107 1.314020 1.661321 1.785380 2.283690 2.234401 1.463037 1.710780 2.316748 1.770783 1.951496 2.089109
BnaCnnLNG0001500.1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.178441 0.000000 0.000000 0.055551 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.082596 0.241132 0.000000 0.000000 0.000000 0.000000 0.490328 0.519138 0.019074 0.247248 0.000000 0.000000 0.000000 0.000000 0.207714 0.000000 0.000000 0.266526 0.000000 0.000000 0.151969 0.132317 0.053611 0.000000 0.000000 0.000000 0.000000 0.000000 0.177365 0.000000 0.000000 0.000000 0.141960 0.000000 0.000000 0.000000 0.197430 0.000000 0.178152 0.000000 0.000000 0.049759 0.188017 0.075753 0.000000 0.000000 0.000000 0.047724 0.000000 0.000000 0.000000 0.000000 0.162245 0.000000 0.360343 0.000000 0.100992 0.000000 0.327327 0.000000 0.456694 0.000000 0.053758 0.000000 0.000000 0.000000 0.068671 0.000000 0.000000 0.000000 0.000000 0.000000 0.107133 0.000000 0.000000 0.000000 0.000000 0.127511 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.415693 0.174103 1.259896 0.104325 0.085647 0.131611 0.150109 0.111758 0.284117 0.543052 0.227354 0.220631 0.000000 0.132566 1.055089 0.723017 0.769326 0.856558 0.576277 0.257565 0.848210 0.381192 1.497854 0.875294 0.882529 0.413642 0.735796 0.637043 0.864308 0.727830 0.893203 0.745689 1.068758 1.321072 1.425541 0.878440 0.439617 0.700235 0.858916 0.682610 1.621990 0.729973 0.956021 0.730967 0.979674 0.916334 1.283441 0.538462 0.400677 1.047170 0.234120 0.000000 1.008319 0.387525 0.000000 0.242897 0.000000 0.317580 0.207362 0.483482 0.200869 0.163718 0.143732 0.093588 0.445982 0.378638 0.000000 0.231141 0.119927 0.149525 0.302370 0.228090 0.000000 0.162243 0.234163 0.000000 0.178253 0.000000 0.426039 0.093799 0.117948 1.553594 0.648546 0.272262 1.200218 1.652149 1.319196 1.141614 1.295556 0.685847 1.176732 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.230284 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.019318 0.367350 0.000000 0.000000 0.330851 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.151646 0.119396 0.192599 0.267912 0.402698 1.022960 0.954311 0.449571 1.035907 1.210068 1.270512 1.603823 1.116823 1.215293 1.157849 0.527373 0.416166 0.352191 0.669165 0.821663 0.676425 0.696811 0.629883 0.642810 0.772589 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.010674 1.480031 0.580350 0.405548 0.559723 1.148655 0.522275 1.106694 0.435497 0.296282 0.608687 1.573366 0.543394 0.786902 0.988620 2.154096 1.235100 2.038114 1.886200 0.638213 2.265369 1.297927 0.460247 0.238144 0.380888 0.935779 0.545805 1.294246 1.034098 1.329512 2.896598 4.400192 5.959003 3.508642 3.649336 4.125816 1.816894 1.801795
BnaCnnLNG0001600.1 9.164647 10.279890 8.773620 5.488921 4.865425 8.881862 10.294565 7.857503 6.877287 11.947611 11.287567 12.390022 9.434536 11.300555 11.632706 6.644936 4.522691 7.233829 9.726027 8.495337 5.403500 10.757973 11.462356 9.381729 0.472040 0.405920 0.280185 0.083100 0.055632 0.168957 0.338421 0.402826 0.299368 0.173404 0.927944 0.605877 7.329051 5.482218 9.556261 4.345244 8.676764 5.189563 4.649560 3.113594 2.580443 2.609412 22.841152 18.399328 10.738114 6.743487 17.280272 13.760654 15.214254 16.856359 13.239270 10.852366 20.848513 17.546799 4.750815 7.334089 5.727742 6.855443 13.522228 8.515805 10.112543 3.774614 11.484862 5.427002 5.336400 2.059516 30.968321 9.426296 32.228447 15.399804 31.789413 11.357460 27.650736 9.002722 17.376720 6.556453 22.851385 11.947363 25.772947 5.371615 21.083908 8.219169 21.083359 13.465240 12.111841 4.078808 17.148029 7.179344 20.570644 3.585387 13.999781 6.521275 12.059074 9.528244 11.891995 4.115994 2.312083 1.656001 2.345237 2.652413 2.500246 2.068681 6.259031 3.638437 6.198462 4.822156 5.763809 6.177906 2.356085 1.870947 2.526594 2.518178 2.648570 2.316063 5.865348 4.872320 4.255889 7.870830 8.152424 9.942307 3.642245 4.169516 2.788104 4.467668 7.214913 4.724296 4.872835 5.411629 4.977537 2.291438 2.951983 3.120272 4.677755 4.581391 6.852862 5.043530 5.008099 4.662915 4.857223 4.344350 8.129433 5.506311 7.972040 5.075741 4.538925 4.301634 4.708883 5.023055 6.149339 4.943032 4.804340 5.104925 5.823709 6.354729 4.852836 4.513680 4.336939 4.510975 4.145251 4.989556 7.511271 3.873181 4.594929 6.155880 4.810933 6.524475 6.276191 3.616565 3.001002 6.118179 5.403115 5.536279 4.526499 4.804460 5.126362 5.274522 5.826498 4.404707 4.869324 6.412531 5.645850 4.929239 7.272414 5.577007 5.468951 5.262414 4.091536 5.734983 6.622248 0.673889 1.090354 1.239135 1.149750 1.104051 0.340257 0.873459 0.424704 1.200530 0.275416 1.035481 0.382922 3.205153 2.895354 5.248587 4.309319 5.168531 4.243441 5.180934 5.275872 4.480238 5.034682 2.500970 16.642910 13.757322 16.272690 13.989086 16.125179 16.727589 0.000000 0.238503 0.000000 0.118931 0.255509 0.000000 0.000000 0.000000 0.000000 0.000000 0.259661 0.000000 0.670767 0.724476 0.834441 0.000000 0.215558 0.140095 0.000000 0.000000 0.098297 0.197088 0.143682 0.000000 0.000000 0.250871 0.502064 0.000000 0.259992 0.000000 0.000000 0.000000 0.129610 0.259608 0.228802 0.126586 5.614769 5.878692 6.864474 5.086639 5.977744 4.481548 10.001187 5.527407 7.143916 6.303590 8.428768 8.141432 7.175920 6.102842 7.334691 5.919712 4.888299 4.104158 7.228360 4.545797 10.477388 6.577064 5.592409 4.908309 8.905030 8.453393 10.664579 14.591316 17.233049 10.690394 12.367674 18.083994 8.602309 6.146425 6.200672 5.341799 6.864236 7.481355 7.012688 3.903125 3.974027 2.596877 2.653626 3.090203 3.637649 2.669641 2.334137 2.953708 2.837429 11.373679 11.538523 25.425230 10.217231 18.399328 19.759932 22.399542 26.462135 25.046446 22.841152 22.468193 27.614969 7.279441 6.059081 6.577288 6.997847 7.479555 6.048950 10.110598 10.095169 11.906645 13.012486 12.667547 12.617138 14.415738 10.497044 13.133949 10.549197 7.451175 9.435222 9.885355 11.837241 12.288979 12.802174 12.549088 8.131021 9.345985 11.191676 8.473907 7.591261 7.924569 10.939451 7.546413 6.450602 5.285542 6.829403 8.115509 9.879156 8.773131 7.318676
BnaCnnLNG0001700.1 2.239046 3.753828 2.646982 2.349381 2.024148 4.698395 1.845224 1.644014 1.702910 5.912316 6.061852 7.207867 7.677114 9.033462 8.544267 2.305139 0.544042 2.093352 2.306638 2.320832 2.544220 7.246345 6.944999 8.536685 0.000000 0.000000 0.000000 0.429180 0.000000 0.222790 0.093786 0.105902 0.222180 0.286220 1.585810 0.052940 1.420194 3.077907 0.835140 0.361120 1.555013 0.477104 2.859329 3.087404 3.213375 2.662421 13.400963 13.997208 16.094414 18.026476 0.632363 6.149525 1.465151 1.482056 0.039367 0.080942 2.506474 0.149332 5.157804 4.062638 3.880424 6.915116 6.801323 0.160815 2.942797 0.096634 6.362895 0.113105 3.434312 3.925451 0.044505 1.610352 8.337733 3.452862 1.032329 0.266330 4.705186 2.266057 3.088898 1.805690 0.165106 3.921177 5.243094 1.804650 4.341600 0.475336 1.404059 0.765791 0.138839 0.041314 0.160702 0.252709 6.508960 1.719891 5.033742 9.204924 6.823267 6.351121 1.098620 8.209110 1.980216 1.366338 1.293692 1.829029 0.986956 1.861433 1.892526 1.223035 1.562592 1.998906 1.339269 2.395812 1.081847 0.297228 1.071460 0.943235 1.681016 0.790284 1.598113 2.032186 1.372373 3.378914 0.682867 0.949706 2.397729 1.993703 1.532583 14.310070 13.948955 12.220622 12.950932 17.077536 1.383851 1.332593 2.592816 1.857391 1.660705 15.522958 2.722896 3.060578 2.938070 2.173254 2.192306 2.549190 3.530256 3.003393 3.465876 2.526894 2.774323 2.871990 0.000000 3.792538 3.431461 2.540908 3.092569 2.844746 3.613848 3.038388 3.294461 1.847643 3.118712 2.822959 1.633296 3.411555 0.830614 3.057090 2.963600 3.254400 0.000000 3.242923 3.417561 2.643285 2.641831 3.002021 3.348827 3.080662 3.391828 2.611545 2.911848 2.634501 2.608373 3.394825 2.816596 2.916143 2.803289 2.462089 2.563632 4.273490 3.238612 3.139362 3.111609 2.521312 2.395207 2.782777 2.142196 4.011539 3.611161 3.421034 0.007269 4.098389 0.134615 4.973640 2.032942 2.097857 2.876659 0.027456 0.074606 1.099425 0.535318 1.592010 1.053992 1.501790 0.973230 0.511924 1.336289 1.466590 18.872511 15.844616 16.176622 11.541583 11.367220 0.000000 0.554622 0.834807 0.562648 0.762964 0.109866 0.543179 0.000000 1.780587 0.833327 0.841903 0.714014 0.617547 0.066917 0.678039 0.928203 1.058411 0.883734 0.522048 1.181179 0.398457 1.020995 0.840698 0.640244 1.001677 1.169329 1.281243 0.808511 0.390980 0.505087 0.874332 0.654385 0.817650 0.000000 0.000000 0.599492 0.655844 5.789101 8.509953 8.583072 2.124156 0.776380 1.748267 1.770955 2.465044 1.652756 7.086413 4.032472 5.710850 8.349732 9.970725 9.285773 2.333875 3.727888 1.497850 4.590794 2.672774 3.344862 10.230684 3.844255 8.976382 0.936753 0.886079 1.463905 2.445653 1.320718 2.349237 2.819938 1.550320 2.492674 0.152830 1.936943 0.011037 1.421995 1.797625 0.292025 0.169792 0.167399 0.184792 0.189060 0.174449 0.149786 0.586461 2.025992 2.232851 1.891915 1.982647 2.133499 6.164661 19.516739 13.997208 8.740963 1.386394 4.200387 11.530809 13.400963 3.031719 2.665485 3.838384 3.317181 3.495763 4.514736 5.201510 3.573123 1.116094 1.377821 0.822633 0.573680 0.991519 1.785565 1.328087 0.757366 1.145680 2.541018 0.215898 1.443588 2.137131 2.432764 2.226462 0.982651 2.159216 2.066953 3.650461 2.371037 2.613148 2.439262 2.584570 3.404425 2.771401 2.966384 2.003400 2.000324 3.157426 1.390501 2.795592 2.596869
