lncRNAs	SRR1604976	SRR1604973	SRR1604978	SRR1604996	SRR1604998	SRR1605000	SRR1916242	SRR2016207	SRR2046992	SRR2046993	SRR2046994	SRR2046995	SRR3147783	SRR3147784	SRR3147785	SRR3147786	SRR5905522	SRR5905523	SRR5905524	SRR5905525	SRR5905526	SRR5905527	SRR5905528	SRR5905529	SRR5905530	SRR5905531	SRR5905532	SRR5905533	SRR5905537	SRR5905538	SRR5905539	SRR5905540	SRR5905541	SRR5208529	SRR5208530	SRR5208534	SRR5208536	SRR5208537	SRR5208538	SRR5208540	SRR5331895	SRR5331949	SRR5331950	SRR5331997	SRR5665895	SRR5674588	SRR5674589	SRR5674590	SRR7135733	SRR7135734	SRR7135735	SRR7135736	SRR7135737	SRR7135738	SRR7814560	SRR7814561	SRR7814562	SRR7814563	SRR7814564	SRR7814565	SRR7814566	SRR7814567	SRR7814568	SRR7814569	SRR7814570	SRR7814571	SRR7814572	SRR7814573	SRR7814574	SRR7814575	SRR7814576	SRR7814577	SRR7814579	SRR7814580	SRR7814581	SRR7880321	SRR7880322	SRR7880323	SRR7880324	SRR7880325	SRR7880326	SRR7880327	SRR7880328	SRR7880329	SRR7880330	SRR7880332	SRR7880333	SRR7880334	SRR7880336	SRR7880338	SRR7880339	SRR7880340	SRR8138193	SRR8138194	SRR8138195	SRR8138196	SRR8138197	SRR8138198	SRR8138199	SRR8138200	SRR8138201	SRR8138202	SRR8138203	SRR8138204	SRR8477017	SRR8477018	SRR8477019	SRR8477020	SRR8477021	SRR8477022	SRR8477029	SRR8477030	SRR8477031	SRR8477032	SRR8477033	SRR8477034	SRR8477035	SRR8477036	SRR8477037	SRR8477038	SRR9038792	SRR9038793	SRR9038794	SRR9038795	SRR9038796	SRR9038797	SRR9038798	SRR9038799	SRR10096781	SRR10096782	SRR10096783	SRR10096784	SRR10096785	SRR10096786	SRR10096787	SRR10096788	SRR10096789	SRR10096790	SRR10096791	SRR10096792	SRR10096793	SRR10096794	SRR10096795	SRR8770976	SRR8770977	SRR8770978	SRR8770979	SRR8770980	SRR8770981	SRR8770982	SRR8770983	SRR8770984	SRR8770985	SRR8770986	SRR8770987	SRR8770988	SRR8770989	SRR8770990	SRR8770991	SRR8770992	SRR8770993	SRR8770994	SRR8770995	SRR8770996	SRR8770997	SRR8770998	SRR8770999	SRR8771000	SRR8771001	SRR8771002	SRR8771003	SRR8771004	SRR8771005	SRR12582029	SRR12582026	SRR12582025	SRR12582030	SRR12582028	SRR12582027	SRR13674371	SRR13674369	SRR13674367	SRR13674366	SRR13674360	SRR13674359	SRR13674357	SRR13674355	SRR13674350	SRR13674347	SRR13674345	SRR13674343	SRR13674341	SRR13674337	SRR13674335	SRR13674334	SRR13674333	SRR13674331	SRR13674329	SRR13674327	SRR13674325	SRR13674324	SRR13674370	SRR13674368	SRR13674365	SRR13674364	SRR13674363	SRR13674362	SRR13674361	SRR13674358	SRR13674356	SRR13674354	SRR13674353	SRR13674352	SRR13674351	SRR13674349	SRR13674348	SRR13674346	SRR13674344	SRR13674342	SRR13674340	SRR13674339	SRR13674338	SRR13674336	SRR13674332	SRR13674330	SRR13674328	SRR13674326	SRR11002517	SRR11002516	SRR11002515	SRR11002514	SRR11002513	SRR11002512	SRR11002511	SRR11002510	SRR11002509	SRR11002508	SRR11002507	SRR11002506	SRR11002505	SRR11002504	SRR11002503	SRR11002502	SRR11002501	SRR11002500	SRR11002499	SRR11002498	SRR11002497	SRR11002496	SRR11002495	SRR11002494	SRR11002493	SRR11002492	SRR11002491	SRR11002490	SRR11002489	SRR11002488	SRR11002717	SRR11002716	SRR11002715	SRR11002714	SRR11002713	SRR11002712	SRR11002711	SRR11002710	SRR11002709	SRR11002708	SRR11002707	SRR11002706	SRR11002705	SRR11002704	SRR11002703	SRR11002702	SRR11002701	SRR11002700	SRR11002699	SRR11002698	SRR11002697	SRR11002696	SRR11002695	SRR11002694	SRR11002693	SRR11002692	SRR11002691	SRR11002690	SRR11002689	SRR11002688	SRR11002687	SRR11002686	SRR11002685	SRR11002684	SRR11002683	SRR11002682	SRR11002681	SRR11002680	SRR11002679	SRR11002678	SRR11002677	SRR11002676	SRR11002675	SRR11002674	SRR11002673	SRR11002672	SRR11002671	SRR11002670	SRR11002669	SRR11002668	SRR11002667	SRR11002666	SRR11002665	SRR11002664	SRR11013375	SRR11013374	SRR11013373	SRR11013372	SRR11013371	SRR11013370	SRR11013369	SRR11013368	SRR11013367	SRR11013366	SRR11013365	SRR11013364	SRR11013363	SRR11013362	SRR11013361	SRR11013360	SRR11013359	SRR11013358	SRR11013357	SRR11013356	SRR11013355	SRR11013354	SRR11013353	SRR11013352	SRR11013351	SRR11013350	SRR11013349	SRR11013348	SRR11013347	SRR11013346	SRR11013345	SRR11013344	SRR11013343	SRR11013342	SRR11013341	SRR11013340	SRR11013339	SRR11013338	SRR11013337	SRR11013336	SRR11013335	SRR11013334	SRR11013333	SRR11013332	SRR11013331	SRR11013330	SRR11013329	SRR11013328	SRR11013327	SRR11013326	SRR11013325	SRR11013324	SRR11013323	SRR11013322	SRR11013321	SRR11013320	SRR10058961	SRR10058962	SRR10058953	SRR10058954	SRR10058955	SRR10058956	SRR10058957	SRR10058958	SRR10058959	SRR10058960	SRR10058963	SRR10058964	SRR10848755	SRR10848754	SRR10848753	SRR10848752	SRR10848751	SRR10848750	SRR10848749	SRR10848748	SRR10848747	SRR10848746	SRR10848745	SRR10848744	SRR10848743	SRR10848742	SRR10848741	SRR10848740	SRR10848739	SRR10848738	SRR10848737	SRR10848736	SRR10848735	SRR10848734	SRR10848733	SRR10848732	SRR10848731	SRR10848730	SRR10848729	SRR10317710	SRR10317717	SRR10317738	SRR10317730	SRR10317750	SRR10317751	SRR10317735	SRR10317736	SRR10317737	SRR10317722	SRR10317723	SRR10317724	SRR10317719	SRR10317720	SRR10317721	SRR10317718	SRR10317742	SRR10317716	SRR10317739	SRR10317740	SRR10317741	SRR10317733	SRR10317748	SRR10317749	SRR10317745	SRR10317746	SRR10317747	SRR10317734	SRR10317743	SRR10317744	SRR10317731	SRR10317732	SRR10317729	SRR10317726	SRR10317727	SRR10317728	SRR10317725	SRR10317714	SRR10317715	SRR10317711	SRR10317712	SRR10317713	SRR10317707	SRR10317708	SRR10317709	SRR9944837	SRR9944824	SRR9944823	SRR9944835	SRR9944846	SRR9944847	SRR9944816	SRR9944815	SRR9944818	SRR9944812	SRR9944856	SRR9944825	SRR9944848	SRR9944849	SRR9944850	SRR9944817	SRR9944814	SRR9944813	SRR9944843	SRR9944840	SRR9944841	SRR9944833	SRR9944826	SRR9944827	SRR9944854	SRR9944855	SRR9944820	SRR9944838	SRR9944839	SRR9944836	SRR9944828	SRR9944829	SRR9944834	SRR9944819	SRR9944822	SRR9944821	SRR9944844	SRR9944845	SRR9944842	SRR9944830	SRR9944831	SRR9944832	SRR9944851	SRR9944852	SRR9944853
BnaCnnLNG0001200.1 0.604020 1.567047 1.377502 0.922173 1.007814 0.778572 0.798187 0.476670 0.386027 0.211896 0.160315 0.554416 0.255850 0.249227 0.220586 0.818544 0.506778 0.030664 0.338002 0.064257 0.016022 0.297493 0.045527 0.594164 0.385543 0.046505 0.235333 0.042900 0.476147 0.370584 0.307952 0.158268 0.418191 0.354036 0.267917 0.414670 6.392993 0.195124 0.219988 0.558791 6.709811 5.311371 4.682891 6.671198 2.138087 2.636330 0.540818 0.077199 0.150518 0.021865 0.041525 0.009083 0.207572 0.073149 1.195464 0.032853 0.242817 0.194278 0.215119 0.058386 0.217857 0.782058 0.705053 0.220904 0.427266 0.248960 0.054076 0.393608 0.396875 0.635981 0.396875 0.312237 0.150240 0.187705 0.487112 0.197471 0.161183 0.149492 0.211857 0.178476 0.196437 0.158168 0.084325 0.090123 0.171380 0.183042 0.157695 0.110181 0.049768 0.129542 0.229333 0.179789 1.291377 1.424570 0.996280 1.428499 1.618292 1.700031 1.072954 1.310034 1.178358 1.314362 1.073465 1.732380 0.414475 0.073649 0.231856 0.059811 1.036858 0.260249 1.548957 0.158768 0.505025 0.599138 0.190619 0.088107 0.629000 0.373704 1.244820 0.300843 1.095793 1.522636 1.324134 0.657627 2.546284 0.711154 0.439769 0.905541 0.137740 0.234041 0.793151 0.277933 0.103335 0.396055 0.236124 0.686876 0.148579 0.158441 0.005156 0.065459 0.568597 0.402430 0.202320 0.185160 0.106384 0.203662 0.110456 0.299977 0.191674 0.137736 0.116969 0.251238 0.241217 0.253724 0.324662 0.095688 0.297127 0.209741 0.298981 0.012019 0.309640 0.010558 0.306687 0.225415 0.014117 0.216664 0.209203 0.337118 0.101587 0.192715 0.203028 0.255917 0.087925 0.079437 0.125292 0.156487 0.339925 0.165988 0.257244 0.696820 0.858501 0.761339 0.903821 1.350630 0.813206 0.940581 0.602561 0.963925 1.696059 1.997865 1.222911 2.022566 1.353030 1.441515 0.707879 1.127879 1.598796 1.365346 1.420157 1.491814 0.930483 0.921814 1.192370 0.866019 1.124059 0.894567 0.677115 0.818348 1.113311 0.806650 1.366724 1.385283 1.601500 2.057116 0.928872 1.116515 2.710434 1.011910 1.481547 0.492856 1.541036 2.110381 2.130274 1.333086 1.848511 0.993047 1.088632 0.692320 0.097950 0.153323 0.027240 0.201772 0.235387 0.358629 0.253798 0.435991 0.543191 0.661878 0.119711 0.055945 0.091801 0.224955 0.197410 0.237899 0.978519 0.707967 0.764766 0.296975 0.100548 0.478821 0.337668 0.558018 0.611188 0.911537 0.348172 0.035520 0.030127 0.273832 0.250602 0.477777 1.031472 0.422250 0.493317 0.639219 0.424447 0.220373 0.129921 0.157438 0.313826 0.447123 0.301950 0.811643 0.259123 0.269479 0.587733 0.621507 0.247957 0.447661 0.013561 1.097585 0.668073 0.011831 0.387307 0.658292 0.669574 0.728059 0.491768 0.186595 0.322184 1.403357 0.210217 0.396402 0.407829 0.469829 0.975096 0.760598 0.415303 0.333022 0.470498 0.264576 0.959030 0.778039 0.756010 0.754600 0.898986 0.246293 0.093238 0.256587 0.043627 0.149287 0.098862 2.187636 1.290272 0.635939 0.743984 0.181659 0.215500 0.633438 0.847822 1.216696 2.552900 1.265208 0.804061 0.802618 0.441505 0.190688 0.684574 1.090597 0.540377 0.537780 0.156206 0.927994 0.459635 0.717828 0.285665 0.786406 1.502480 0.581692 0.842843 0.278747 0.065890 0.275663 0.035458 0.474852 0.156788 0.110607 0.451908 0.405398 0.364526 0.284037 0.109641 0.532920 0.609756 0.694154 0.755161 0.295418 0.346679 0.634128 0.571373 0.520294 0.359659 0.720200 0.321142 0.138046 0.413371 0.864122 0.091890 0.068394 0.178316 0.394156 0.005367 0.325142 0.221715 0.196097 0.057399 0.460652 0.438598 0.208878 0.000000 0.337510 0.328904 0.367596 0.837642 0.470494 0.713700 0.331822 0.138519 0.118272 0.124746 0.330896 0.379134 0.290245 0.733427 0.285040 0.253249 0.257442 0.188206 0.096213 0.091503 0.402421 0.361172 1.237897 0.457226 0.298749 0.254048 0.374896 0.149575 0.033613 0.029338 0.153746 0.066304 0.053638 0.080361 0.109031 0.055801 0.204593 0.142258 0.023159 0.138307 0.142668 0.087780 0.215291 0.081558 0.408864 0.793318 0.490085 0.293460 0.104615 0.083684 0.135843 0.332643 0.500030 0.617836 0.781923 0.245455 0.108949 0.042381 0.741428 0.093803 0.032967 0.060474 0.170683 0.040978 0.264114 0.070472 0.318090 0.037700 0.375262 0.013967 0.818064 0.686912 0.445509 0.328448 0.068965 1.143722 0.564756 0.691975 1.296700 0.520867 0.925846 0.625457 0.290503 0.144690 0.515142 0.611326 0.549070 0.965276 0.762662 0.059588 0.660751 0.682664 0.692492 0.468727 0.393628 0.476387 0.450962 0.596320 0.703194 1.073836 0.074170 1.067879 0.974021 0.851182 0.807879 1.114210 1.119303 0.834113 0.363354 0.275687 0.284103 0.095857 0.317919 0.314946 0.488428 0.477776 0.268892
BnaCnnLNG0001300.1 0.000000 0.037718 0.000000 0.000000 0.000000 0.000000 0.000000 0.424810 3.432600 0.007814 5.989339 0.454567 3.661940 0.232815 0.025835 0.236454 0.000000 2.025143 1.101696 0.707557 0.000000 1.328747 0.549758 0.838624 0.027594 0.000000 1.665742 2.167821 0.287568 0.814700 0.628299 2.685805 1.169209 0.419504 1.327338 1.004063 10.268991 0.296010 1.092810 1.238587 2.239115 7.650170 0.368801 5.707661 1.729807 1.650733 1.507596 0.597769 0.061230 0.059652 0.000000 0.062292 0.621935 0.019838 0.000000 1.432980 0.013926 0.000319 0.000000 0.047247 0.591859 0.000000 1.087718 0.000000 0.000000 0.000000 2.008722 0.000000 0.000616 0.000000 0.000616 0.000000 0.937276 0.169269 3.959649 0.000000 0.629749 0.017976 0.012148 0.291731 0.009339 1.310240 0.000000 0.271344 0.346523 0.765831 0.033540 0.273345 0.214805 0.762201 0.051547 0.822710 0.119647 0.875740 0.633532 0.384880 1.146669 0.457906 0.312782 1.133856 0.942401 0.387471 0.742353 2.094910 1.851655 0.849513 0.729184 2.893660 2.094657 2.764001 1.356827 2.030012 0.036871 1.774594 0.000000 0.000000 1.506591 1.058232 0.727812 1.788175 0.007981 0.438994 0.000000 0.956532 2.689800 0.029158 0.388800 1.363420 1.057924 0.173972 6.135666 0.032838 1.020831 0.938684 3.179300 2.619334 0.000000 0.876513 0.776434 3.055161 2.099142 0.024187 1.705353 0.375723 0.813688 0.004385 0.326006 0.742646 0.055629 0.677192 0.019194 0.000000 0.000000 0.000000 0.229557 0.500869 0.613068 0.000000 0.416357 0.402987 0.000000 0.563114 0.000000 0.000000 0.491574 0.258035 0.000000 0.031846 1.006529 0.000000 0.415841 0.405288 0.259323 1.854540 1.514725 0.000000 0.015198 0.837008 0.780543 0.695721 0.000000 0.000000 1.165154 0.346833 0.864002 0.880006 1.312983 0.000000 0.000000 0.540559 0.617930 1.109278 0.030206 0.000000 0.226838 0.960667 1.145195 0.000000 0.754102 0.287359 0.698195 0.177599 0.372266 0.279663 0.246074 0.000000 0.271920 0.023080 0.000000 0.000000 1.403649 0.896502 1.654858 0.000000 1.631267 0.581071 2.350509 0.302568 1.067149 0.649480 2.306393 0.083034 0.490371 0.383745 0.510068 0.000000 0.836368 0.000000 0.483103 0.000000 0.000000 0.015529 0.000000 0.000000 1.163193 1.984467 0.000000 0.000000 0.000000 0.000000 0.355749 1.647455 0.014446 0.000000 0.000000 0.000000 0.001016 0.846179 0.010847 0.000000 1.287730 0.000000 0.520600 1.815643 0.013580 0.362013 0.293410 0.000000 0.000000 0.034937 0.000000 0.000000 0.033940 0.000000 0.000000 0.571475 1.321032 0.818418 1.444428 0.000000 0.000000 0.000000 1.075160 1.020311 0.000000 2.725865 0.362809 0.003242 0.000000 1.010810 0.000000 1.366233 0.000000 0.000000 0.000000 0.000000 1.016325 2.584487 2.418249 0.000000 0.010982 0.021231 0.000000 0.000000 0.000201 0.000000 0.000000 2.309029 0.000000 0.711474 0.000000 0.000000 0.985579 0.846948 0.437037 0.843118 0.000000 0.000000 2.027245 0.050095 0.028034 0.000000 0.000000 0.000000 0.295950 0.954919 0.000000 0.016470 0.020553 0.000000 0.000000 0.000000 0.000000 0.287976 1.297115 0.000000 0.013201 0.000000 0.000000 0.031083 0.014080 8.325614 0.028874 0.537708 0.000000 0.000000 1.623755 0.000000 0.000000 0.618800 0.659393 0.000000 1.487911 1.553140 2.167500 0.905233 0.000000 1.412675 1.093303 0.084499 0.000000 0.000000 0.013085 0.390306 0.000000 5.772377 0.000000 0.000000 0.862804 0.000000 0.060443 0.000000 0.007447 4.344817 0.032526 0.000000 0.000000 2.282185 1.051072 0.876993 0.595040 0.339263 0.798442 0.357175 0.782923 0.459108 0.000000 0.000000 3.603293 1.947755 0.650976 0.895600 0.014781 0.000000 0.587525 0.559068 1.108032 0.000000 0.908782 0.018893 0.940560 2.864498 0.054039 0.362398 0.342464 0.602758 0.479729 0.492313 3.422757 1.841012 0.501316 0.774040 0.398395 0.000000 1.343541 1.613941 0.723775 0.730254 0.412217 1.528690 0.726883 1.250791 1.218867 4.239955 3.952877 2.597973 1.073661 2.116361 0.951824 2.789971 2.085896 3.459720 0.822363 3.585363 3.365433 2.153181 1.457826 2.144169 3.351132 0.608010 1.159503 2.835196 2.603166 2.834051 2.365217 0.000000 1.214534 1.220205 3.999608 1.211294 2.808946 3.386457 4.033737 0.743745 2.399027 1.044460 3.928407 1.417701 1.471501 0.976969 0.351775 0.025626 0.000000 1.247676 0.000000 1.621227 0.679668 0.698060 0.082295 0.925477 0.975222 0.000000 0.000000 0.000000 0.000000 0.693629 0.000000 0.000000 0.721896 0.000000 0.000000 0.707076 0.000000 0.695130 0.000000 1.335887 0.026050 0.000000 0.000000 0.014883 1.852320 0.833585 1.274652 0.000000 1.620675 0.083339 1.659364 0.000000 0.000000 0.062002 1.573313 0.000000 0.554186 0.000000 1.006416 0.000000
BnaCnnLNG0001400.1 0.0 0.674881 0.701052 0.337451 0.781507 0.526254 0.000000 0.000000 0.000000 0.504278 0.028956 0.455780 0.000000 0.175837 0.000000 0.000000 0.140435 1.189858 0.321649 0.814280 0.711523 0.852115 0.215354 0.303278 0.078462 0.000000 0.626560 0.189198 0.000000 0.000000 0.125134 0.530054 0.259053 0.076041 0.090911 0.158631 0.000000 0.081223 0.000000 0.057793 0.000000 0.0 2.261948 0.000000 0.869299 0.949859 1.567689 0.736911 0.037957 0.000000 0.000000 0.000000 0.000000 0.043528 0.445911 0.264579 2.159981 0.448680 0.663988 0.243156 0.517974 0.486548 0.381728 0.075672 0.366479 0.087705 0.060319 1.653198 0.126178 0.818292 0.126178 0.357892 0.364306 0.953506 0.000000 0.220722 0.000000 0.306498 0.195850 0.231454 0.219040 0.664033 0.531310 0.114975 0.212228 0.164930 0.054883 0.135177 0.400039 0.231056 0.101625 0.254240 0.175285 0.602754 0.262136 0.663188 0.631342 0.409577 0.449590 0.472178 0.705941 0.358136 0.035499 0.100413 0.493433 1.151162 0.373217 2.268593 0.206146 1.102239 0.245531 1.763375 0.372964 2.197491 0.224709 1.947140 0.407592 1.852316 0.224370 1.985613 0.204921 0.477705 0.000000 0.000000 0.427409 0.395237 0.062578 0.056871 0.000000 0.000000 0.148174 16.197460 15.413731 0.000000 0.000000 0.000000 10.202740 9.140499 0.000000 0.000000 0.032533 7.291401 12.267493 0.253957 0.779230 0.961473 0.075009 0.823528 1.374386 0.745877 0.271166 0.626953 0.546583 0.602365 1.086836 0.805371 0.161296 0.643950 0.281517 0.818368 0.175525 0.410147 0.419435 1.611239 0.426221 1.002005 0.311353 1.115865 0.488980 0.479115 0.715984 0.467144 0.334822 0.059598 0.091843 0.079330 0.100888 0.000000 0.000000 0.145980 0.233313 0.717325 0.113759 0.385951 0.273705 0.307851 0.033133 0.000000 0.026708 0.087558 0.111382 1.068072 0.350443 0.355113 0.066313 0.231598 0.186671 0.101041 0.791686 0.660118 0.512096 0.651120 0.249179 0.062525 0.466616 0.525253 0.341075 0.282694 0.059866 0.099019 0.201851 0.510090 0.029079 0.111067 0.075156 0.630996 0.052947 0.068798 0.030710 0.731891 0.575679 0.965232 0.299278 0.259133 0.232313 0.356596 0.557458 0.804053 0.812012 2.505601 7.374846 0.000000 0.054424 0.000000 0.277822 0.121927 0.148223 0.000000 0.000000 0.000000 1.389963 1.929298 0.000000 0.000000 0.024264 0.043725 0.290382 0.298897 0.000000 0.000000 0.000000 0.000000 0.000000 0.094110 0.260794 0.000000 0.000000 0.000000 0.000000 0.000000 0.038171 0.450038 0.163152 0.000000 0.000000 0.000000 1.434386 0.525582 0.000000 0.020640 0.098774 0.000000 0.278787 0.684938 0.000000 0.031499 0.000000 0.028060 0.000000 0.165525 0.153326 1.185678 0.698897 0.081926 0.081818 0.220172 0.205579 0.000000 0.092007 0.000000 0.280499 0.113298 0.000000 0.000000 0.000000 0.091813 0.000000 0.037687 0.000000 0.027978 0.000000 0.194804 0.155249 0.087475 0.098070 0.029226 0.000000 0.319002 0.331989 1.173975 0.157678 0.522605 0.268402 0.094782 0.194047 0.000000 0.000000 0.094449 0.000000 0.169670 0.457937 0.000000 0.000000 0.239970 0.144339 0.151735 0.000000 0.0 0.203877 0.119916 0.099539 0.086859 0.081653 0.307928 0.026242 0.000000 0.000000 0.201275 0.180095 0.128227 0.158574 0.115095 0.137854 0.000000 0.000000 0.083545 0.131141 0.142246 0.000000 0.126252 0.000000 0.000000 0.070891 0.032255 0.203654 0.289996 0.000000 0.0 0.055039 0.000000 0.0 0.263454 0.201078 0.033342 0.000000 0.000000 0.000000 0.047915 0.091633 0.000000 0.000000 0.0 0.000000 0.0 0.000000 0.000000 0.000000 0.000000 0.000000 0.750107 0.484586 0.738171 0.500046 1.088167 1.481189 1.187187 0.336091 0.414746 0.711194 0.640833 0.375281 0.584107 0.540904 1.477021 1.446571 1.360389 0.481024 0.406160 0.337895 1.172781 1.001774 1.065555 0.296392 0.318443 0.345692 0.589606 0.078571 0.200370 0.103954 0.147924 0.172742 0.335148 0.680791 1.492814 1.401063 0.816473 0.933590 2.036919 0.288960 0.506963 0.412190 0.428430 1.040898 0.324324 1.968828 1.050259 1.699604 0.737144 0.679579 0.331882 0.482402 0.588696 0.310073 1.133397 1.160106 1.000718 1.494675 2.400171 2.096466 0.659777 0.796224 1.026849 0.505507 0.326420 0.450180 1.562197 0.939824 0.584116 2.393617 2.241551 0.886932 2.447944 3.367771 2.746665 1.082834 0.596925 0.515728 0.538156 1.440755 1.630857 1.695320 3.602961 2.071778 0.580454 1.329552 1.047668 0.653759 0.515028 0.819528 4.116685 3.451113 4.391118 5.860154 3.410933 3.232697 2.967558 1.600091 3.194866 2.900318 2.140581 2.587593 0.739161 0.368497 1.157553 1.199630 1.147577 1.277822 1.730959 2.109265 2.020053 0.379073 1.225370 1.078087 1.378134 0.726284 0.809997
BnaCnnLNG0001500.1 0.000000 0.000000 0.078600 0.000000 0.000000 0.202943 0.000000 1.392366 1.573601 0.925580 1.592580 1.364401 1.040647 2.000929 1.004089 0.000000 0.000000 0.000000 0.000000 0.024294 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.916930 0.615233 0.193547 0.000000 0.000000 0.000000 0.267958 0.000000 0.000000 0.000000 0.000000 0.071641 0.112607 0.000000 0.000000 3.060989 2.686917 1.928566 3.958476 3.983471 1.747471 0.284676 0.507772 2.129551 1.142451 1.381276 0.763148 0.238272 0.938777 0.265891 0.843377 0.089413 0.000000 0.000000 1.528077 0.806285 0.000000 0.806285 0.584950 1.622367 1.003501 0.302395 1.175319 0.437342 2.176426 1.496821 1.450672 1.026165 1.077889 1.104161 0.817942 1.234286 0.878832 1.322512 0.667726 0.763860 1.067513 0.945744 1.555232 1.103949 0.316299 0.136352 0.000000 0.087592 0.000000 0.115571 0.222325 0.000000 0.000000 0.434036 0.947736 0.000000 0.000000 0.000000 0.000000 0.000000 0.459843 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.847903 0.317059 0.000000 0.119590 0.000000 0.000000 0.000000 0.000000 0.000000 0.602852 0.347190 0.000000 1.083578 1.949834 0.112954 0.345438 0.000000 0.539592 0.686759 0.000000 0.936741 0.459877 0.611752 2.311425 0.000000 0.000000 0.448908 0.000000 0.217721 0.348861 0.415105 0.218976 0.000000 0.406192 0.158019 0.178095 0.389359 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.263865 0.284855 0.000000 0.375160 0.127458 0.367058 0.088140 0.232353 0.253456 0.264478 0.000000 1.902236 1.184829 1.149976 2.013961 2.262774 0.901925 0.000000 0.020207 0.257290 0.000000 0.241496 0.000000 0.000000 0.000000 0.000000 0.000000 0.022841 0.000000 0.333274 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.139805 0.299196 0.129899 0.096360 0.000000 0.049591 0.131447 0.000000 0.000000 0.000000 0.000000 0.000000 0.102355 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.091052 0.000000 0.000000 0.000000 1.056383 1.670241 0.570790 1.111727 0.000000 0.000000 0.859734 0.936608 1.929599 1.439542 0.032980 0.000000 0.000000 0.918098 1.622673 0.000000 0.000000 0.517327 0.311803 0.421269 1.052929 0.000000 0.000000 0.000000 0.395279 0.700008 3.189402 0.726211 0.000000 0.000000 0.000000 0.541513 0.926875 1.025744 0.000000 1.748251 0.000000 0.000000 0.000000 0.633268 0.490770 0.000000 0.000000 0.592661 0.551334 0.289086 0.249752 0.000000 0.000000 0.144124 0.326124 0.000000 2.437938 1.556219 1.470231 2.433177 0.532152 0.555517 1.214920 0.622234 0.000000 0.819622 0.000000 2.623909 3.302686 0.000000 0.000000 1.024661 0.924958 1.020064 2.348381 0.326714 0.352580 0.693008 1.651489 0.547142 0.765697 0.534897 0.000000 0.000000 1.021377 0.724092 0.627539 0.753834 0.886619 0.000000 0.000000 0.644881 0.000000 0.000000 1.289670 1.065365 1.100333 0.000000 0.000000 0.000000 2.378372 0.000000 0.663732 0.129808 0.709725 1.549084 0.944486 0.421363 0.685104 2.294343 1.049903 0.000000 0.000000 0.000000 0.000000 0.628180 0.987551 1.284439 0.556623 0.685056 0.852157 1.132330 1.439671 1.007406 0.973571 2.467591 1.632228 0.000000 0.000000 0.355624 0.441152 0.000000 0.000000 1.350627 0.000000 0.000000 0.468501 0.889871 0.714604 1.427918 1.800194 0.477609 0.000000 0.348554 3.871024 2.425766 1.622095 0.878787 0.000000 0.355761 1.024122 1.824000 3.346039 1.020958 1.580114 0.000000 0.220428 0.000000 0.237644 0.446400 0.899397 0.999936 1.163869 3.730289 2.761526 1.620368 0.409772 0.193837 0.225209 0.634024 0.315956 0.680971 1.525001 2.379373 2.382789 3.878341 1.715297 1.331016 0.609444 2.248370 2.687477 4.843306 0.520519 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.016733 0.202276 0.194447 0.051182 0.000000 0.225888 0.033095 0.000000 0.000000 0.000000 0.110727 0.032440 0.163246 0.013328 0.161394 0.000000 0.000000 0.000000 0.000000 0.000000 0.065780 0.000000 0.142375 0.054888 0.102241 0.266444 0.536646 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.125416 0.044413 0.000000 0.621450 0.131148 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.367194 0.000000 0.000000 0.115510 0.000000 0.000000 0.120911 0.266200 0.000000 0.142659 0.000000 0.000000 0.000000 0.511113 0.282893 0.000000 0.479768 0.000000 0.430583 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.094692 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
