BioProject ID,Run ID,Organ,Treatment,Experiment,Description
PRJNA615051,SRR11412438,Leaf,NKNemax_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412374,Leaf,NKNemax_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412357,Leaf,NKNemax_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412437,Leaf,NKNemax_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412363,Leaf,Pollen_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412361,Leaf,Pollen_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412354,Leaf,Pollen_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412362,Leaf,Pollen_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412360,Leaf,Pollen_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412353,Leaf,Pollen_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412379,Leaf,Zephir_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412367,Leaf,Zephir_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412352,Leaf,Zephir_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412378,Leaf,Zephir_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412366,Leaf,Zephir_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412351,Leaf,Zephir_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412446,Leaf,Hokkai3Go_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412460,Leaf,Hokkai3Go_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412445,Leaf,Hokkai3Go_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412459,Leaf,Hokkai3Go_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412452,Leaf,Liporta_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412462,Leaf,Liporta_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412451,Leaf,Liporta_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412461,Leaf,Liporta_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412456,Leaf,Musette_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412455,Leaf,Musette_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412448,Leaf,NKNemax_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412458,Leaf,NKNemax_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412447,Leaf,NKNemax_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412457,Leaf,NKNemax_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412464,Leaf,Pollen_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412463,Leaf,Pollen_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412450,Leaf,Zephir_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412444,Leaf,Zephir_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412449,Leaf,Zephir_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412443,Leaf,Zephir_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA591595,SRR10529461,Pollen,Pollen_day0,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR10529462,Pollen,Pollen_day0,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR10529463,Pollen,Pollen_day0,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR10529464,Pollen,Heat+TSA 0.5µM_day2,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR10529465,Pollen,Heat+TSA 0.5µM_day2,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR10529466,Pollen,Heat+TSA 0.5µM_day2,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR10529467,Pollen,Heat+TSA 0.05µM_day8,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR10529468,Pollen,Heat+TSA 0.05µM_day8,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR12083623,Pollen,Heat+TSA 0.5µM_day4,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR12083624,Pollen,Heat+TSA 0.5µM_day4,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR12083625,Pollen,Heat+TSA 0.5µM_day4,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR12083626,Pollen,Heat_day2,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR12083627,Pollen,Heat_day2,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR12083628,Pollen,Heat_day2,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR12083629,Pollen,Heat_day4,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR12083630,Pollen,Heat_day4,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591595,SRR12083631,Pollen,Heat_day4,Heat - TSA - Day,Effect of histone/lysine deacetylase (HDAC) inhibitor trichostatin A (TSA) on haploid embryogenesis. Here, the transcriptomes of untreated pollen cultures and pollen cultures treated with either heat-stress or heat-stress plus TSA were compared. 
PRJNA591034,SRR10511943,Leaf,Control_Avatar,Submergence - Cultivar,The molecular response of leaves of two Brassica napus cultivars to full submergence (rape) under illumination. Overall design: Two Brassica napus cultivars (Avatar, Zhongshuang 9), one-time point (24 h), two treatments (aeration, submergence)
PRJNA591034,SRR10511944,Leaf,Control_Avatar,Submergence - Cultivar,The molecular response of leaves of two Brassica napus cultivars to full submergence (rape) under illumination. Overall design: Two Brassica napus cultivars (Avatar, Zhongshuang 9), one-time point (24 h), two treatments (aeration, submergence)
PRJNA591034,SRR10511945,Leaf,Control_Avatar,Submergence - Cultivar,The molecular response of leaves of two Brassica napus cultivars to full submergence (rape) under illumination. Overall design: Two Brassica napus cultivars (Avatar, Zhongshuang 9), one-time point (24 h), two treatments (aeration, submergence)
PRJNA591034,SRR10511946,Leaf,submergence_Avatar,Submergence - Cultivar,The molecular response of leaves of two Brassica napus cultivars to full submergence (rape) under illumination. Overall design: Two Brassica napus cultivars (Avatar, Zhongshuang 9), one-time point (24 h), two treatments (aeration, submergence)
PRJNA591034,SRR10511947,Leaf,submergence_Avatar,Submergence - Cultivar,The molecular response of leaves of two Brassica napus cultivars to full submergence (rape) under illumination. Overall design: Two Brassica napus cultivars (Avatar, Zhongshuang 9), one-time point (24 h), two treatments (aeration, submergence)
PRJNA591034,SRR10511948,Leaf,submergence_Avatar,Submergence - Cultivar,The molecular response of leaves of two Brassica napus cultivars to full submergence (rape) under illumination. Overall design: Two Brassica napus cultivars (Avatar, Zhongshuang 9), one-time point (24 h), two treatments (aeration, submergence)
PRJNA591034,SRR10511949,Leaf,Control_Zhongshuang,Submergence - Cultivar,The molecular response of leaves of two Brassica napus cultivars to full submergence (rape) under illumination. Overall design: Two Brassica napus cultivars (Avatar, Zhongshuang 9), one-time point (24 h), two treatments (aeration, submergence)
PRJNA591034,SRR10511950,Leaf,Control_Zhongshuang,Submergence - Cultivar,The molecular response of leaves of two Brassica napus cultivars to full submergence (rape) under illumination. Overall design: Two Brassica napus cultivars (Avatar, Zhongshuang 9), one-time point (24 h), two treatments (aeration, submergence)
PRJNA591034,SRR10511951,Leaf,Control_Zhongshuang,Submergence - Cultivar,The molecular response of leaves of two Brassica napus cultivars to full submergence (rape) under illumination. Overall design: Two Brassica napus cultivars (Avatar, Zhongshuang 9), one-time point (24 h), two treatments (aeration, submergence)
PRJNA591034,SRR10511952,Leaf,submergence_Zhongshuang,Submergence - Cultivar,The molecular response of leaves of two Brassica napus cultivars to full submergence (rape) under illumination. Overall design: Two Brassica napus cultivars (Avatar, Zhongshuang 9), one-time point (24 h), two treatments (aeration, submergence)
PRJNA591034,SRR10511953,Leaf,submergence_Zhongshuang,Submergence - Cultivar,The molecular response of leaves of two Brassica napus cultivars to full submergence (rape) under illumination. Overall design: Two Brassica napus cultivars (Avatar, Zhongshuang 9), one-time point (24 h), two treatments (aeration, submergence)
PRJNA591034,SRR10511954,Leaf,submergence_Zhongshuang,Submergence - Cultivar,The molecular response of leaves of two Brassica napus cultivars to full submergence (rape) under illumination. Overall design: Two Brassica napus cultivars (Avatar, Zhongshuang 9), one-time point (24 h), two treatments (aeration, submergence)
PRJNA590544,SRR10556481,Root,Control_Root,Cadmium - Tissue,Concurrent changes in mRNA profiles in the roots and shoots of B. napus seedlings after Cadmium treatment
PRJNA590544,SRR10556480,Root,Control_Root,Cadmium - Tissue,Concurrent changes in mRNA profiles in the roots and shoots of B. napus seedlings after Cadmium treatment
PRJNA590544,SRR10556469,Root,Control_Root,Cadmium - Tissue,Concurrent changes in mRNA profiles in the roots and shoots of B. napus seedlings after Cadmium treatment
PRJNA590544,SRR10556464,Shoot,Control_Shoot,Cadmium - Tissue,Concurrent changes in mRNA profiles in the roots and shoots of B. napus seedlings after Cadmium treatment
PRJNA590544,SRR10556463,Shoot,Control_Shoot,Cadmium - Tissue,Concurrent changes in mRNA profiles in the roots and shoots of B. napus seedlings after Cadmium treatment
PRJNA590544,SRR10556462,Shoot,Control_Shoot,Cadmium - Tissue,Concurrent changes in mRNA profiles in the roots and shoots of B. napus seedlings after Cadmium treatment
PRJNA590544,SRR10556461,Root,Cadmium_Root,Cadmium - Tissue,Concurrent changes in mRNA profiles in the roots and shoots of B. napus seedlings after Cadmium treatment
PRJNA590544,SRR10556460,Root,Cadmium_Root,Cadmium - Tissue,Concurrent changes in mRNA profiles in the roots and shoots of B. napus seedlings after Cadmium treatment
PRJNA590544,SRR10556459,Root,Cadmium_Root,Cadmium - Tissue,Concurrent changes in mRNA profiles in the roots and shoots of B. napus seedlings after Cadmium treatment
PRJNA590544,SRR10556458,Shoot,Cadmium_Shoot,Cadmium - Tissue,Concurrent changes in mRNA profiles in the roots and shoots of B. napus seedlings after Cadmium treatment
PRJNA590544,SRR10556479,Shoot,Cadmium_Shoot,Cadmium - Tissue,Concurrent changes in mRNA profiles in the roots and shoots of B. napus seedlings after Cadmium treatment
PRJNA590544,SRR10556478,Shoot,Cadmium_Shoot,Cadmium - Tissue,Concurrent changes in mRNA profiles in the roots and shoots of B. napus seedlings after Cadmium treatment
PRJNA560411,SRR9974920,Leaf,312_0A0D,Acclimation - Deacclimation - Cultivar,Acclimation and deacclimation of two canola varieties. Two varieties of canola (189 and 312) with differing freezing tolerance were either unacclimated, acclimated for 4 weeks at 5C , or acclimated as described and then deacclimated for 1 or 2 weeks at 10C. 0A0D: unacclimated, 4A0D: acclimated, 4A2D: 2wk_deacclimated, 4A1D: 1wk_deacclimated
PRJNA560411,SRR9974921,Leaf,189_4A0D,Acclimation - Deacclimation - Cultivar,Acclimation and deacclimation of two canola varieties. Two varieties of canola (189 and 312) with differing freezing tolerance were either unacclimated, acclimated for 4 weeks at 5C , or acclimated as described and then deacclimated for 1 or 2 weeks at 10C. 0A0D: unacclimated, 4A0D: acclimated, 4A2D: 2wk_deacclimated, 4A1D: 1wk_deacclimated
PRJNA560411,SRR9974922,Leaf,189_0A0D,Acclimation - Deacclimation - Cultivar,Acclimation and deacclimation of two canola varieties. Two varieties of canola (189 and 312) with differing freezing tolerance were either unacclimated, acclimated for 4 weeks at 5C , or acclimated as described and then deacclimated for 1 or 2 weeks at 10C. 0A0D: unacclimated, 4A0D: acclimated, 4A2D: 2wk_deacclimated, 4A1D: 1wk_deacclimated
PRJNA560411,SRR9974923,Leaf,312_4A2D,Acclimation - Deacclimation - Cultivar,Acclimation and deacclimation of two canola varieties. Two varieties of canola (189 and 312) with differing freezing tolerance were either unacclimated, acclimated for 4 weeks at 5C , or acclimated as described and then deacclimated for 1 or 2 weeks at 10C. 0A0D: unacclimated, 4A0D: acclimated, 4A2D: 2wk_deacclimated, 4A1D: 1wk_deacclimated
PRJNA560411,SRR9974924,Leaf,312_4A0D,Acclimation - Deacclimation - Cultivar,Acclimation and deacclimation of two canola varieties. Two varieties of canola (189 and 312) with differing freezing tolerance were either unacclimated, acclimated for 4 weeks at 5C , or acclimated as described and then deacclimated for 1 or 2 weeks at 10C. 0A0D: unacclimated, 4A0D: acclimated, 4A2D: 2wk_deacclimated, 4A1D: 1wk_deacclimated
PRJNA560411,SRR9974925,Leaf,312_0A0D,Acclimation - Deacclimation - Cultivar,Acclimation and deacclimation of two canola varieties. Two varieties of canola (189 and 312) with differing freezing tolerance were either unacclimated, acclimated for 4 weeks at 5C , or acclimated as described and then deacclimated for 1 or 2 weeks at 10C. 0A0D: unacclimated, 4A0D: acclimated, 4A2D: 2wk_deacclimated, 4A1D: 1wk_deacclimated
PRJNA560411,SRR9974926,Leaf,189_4A1D,Acclimation - Deacclimation - Cultivar,Acclimation and deacclimation of two canola varieties. Two varieties of canola (189 and 312) with differing freezing tolerance were either unacclimated, acclimated for 4 weeks at 5C , or acclimated as described and then deacclimated for 1 or 2 weeks at 10C. 0A0D: unacclimated, 4A0D: acclimated, 4A2D: 2wk_deacclimated, 4A1D: 1wk_deacclimated
PRJNA560411,SRR9974927,Leaf,189_0A0D,Acclimation - Deacclimation - Cultivar,Acclimation and deacclimation of two canola varieties. Two varieties of canola (189 and 312) with differing freezing tolerance were either unacclimated, acclimated for 4 weeks at 5C , or acclimated as described and then deacclimated for 1 or 2 weeks at 10C. 0A0D: unacclimated, 4A0D: acclimated, 4A2D: 2wk_deacclimated, 4A1D: 1wk_deacclimated
PRJNA560411,SRR9974928,Leaf,189_4A0D,Acclimation - Deacclimation - Cultivar,Acclimation and deacclimation of two canola varieties. Two varieties of canola (189 and 312) with differing freezing tolerance were either unacclimated, acclimated for 4 weeks at 5C , or acclimated as described and then deacclimated for 1 or 2 weeks at 10C. 0A0D: unacclimated, 4A0D: acclimated, 4A2D: 2wk_deacclimated, 4A1D: 1wk_deacclimated
PRJNA560411,SRR9974929,Leaf,189_4A1D,Acclimation - Deacclimation - Cultivar,Acclimation and deacclimation of two canola varieties. Two varieties of canola (189 and 312) with differing freezing tolerance were either unacclimated, acclimated for 4 weeks at 5C , or acclimated as described and then deacclimated for 1 or 2 weeks at 10C. 0A0D: unacclimated, 4A0D: acclimated, 4A2D: 2wk_deacclimated, 4A1D: 1wk_deacclimated
PRJNA560411,SRR9974930,Leaf,189_4A1D,Acclimation - Deacclimation - Cultivar,Acclimation and deacclimation of two canola varieties. Two varieties of canola (189 and 312) with differing freezing tolerance were either unacclimated, acclimated for 4 weeks at 5C , or acclimated as described and then deacclimated for 1 or 2 weeks at 10C. 0A0D: unacclimated, 4A0D: acclimated, 4A2D: 2wk_deacclimated, 4A1D: 1wk_deacclimated
