BioProject ID,Run ID,Organ,Treatment,Experiment,Description
PRJNA687395,SRR13357341,Leaf,Cold 4℃,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357342,Leaf,Cold 4℃,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357343,Leaf,Normal 1 h,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357344,Leaf,Normal 1 h,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357345,Leaf,Cold 4℃,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357346,Leaf,Normal 24 h,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357347,Leaf,Normal 24 h,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357348,Leaf,Normal 24 h,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357349,Leaf,Normal 6 h,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357350,Leaf,Normal 6 h,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357351,Leaf,Normal 6 h,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357352,Leaf,Salt 150 mM,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357353,Leaf,Normal 1 h,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357354,Leaf,Salt 150 mM,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357355,Leaf,Salt 150 mM,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357356,Leaf,PEG 15%,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357357,Leaf,PEG 15%,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357358,Leaf,PEG 15%,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357359,Leaf,Heat 42℃,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357360,Leaf,Heat 42℃,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA687395,SRR13357361,Leaf,Heat 42℃,Drought - Salt - Heat - Cold- PEG,The transcriptome of different abiotic stress in Brassica napus L
PRJNA656507,SRR12429698,Leaf,non-treated,Drought - Heat,Transcriptome-wide analysis of differential response to drought and heat stress in Moricandia suffruticosa and Brassica napus
PRJNA656507,SRR12429699,Leaf,non-treated,Drought - Heat,Transcriptome-wide analysis of differential response to drought and heat stress in Moricandia suffruticosa and Brassica napus
PRJNA656507,SRR12429700,Leaf,non-treated,Drought - Heat,Transcriptome-wide analysis of differential response to drought and heat stress in Moricandia suffruticosa and Brassica napus
PRJNA656507,SRR12429701,Leaf,Drought,Drought - Heat,Transcriptome-wide analysis of differential response to drought and heat stress in Moricandia suffruticosa and Brassica napus
PRJNA656507,SRR12429702,Leaf,Drought,Drought - Heat,Transcriptome-wide analysis of differential response to drought and heat stress in Moricandia suffruticosa and Brassica napus
PRJNA656507,SRR12429703,Leaf,Drought,Drought - Heat,Transcriptome-wide analysis of differential response to drought and heat stress in Moricandia suffruticosa and Brassica napus
PRJNA656507,SRR12429704,Leaf,Heat,Drought - Heat,Transcriptome-wide analysis of differential response to drought and heat stress in Moricandia suffruticosa and Brassica napus
PRJNA656507,SRR12429705,Leaf,Heat,Drought - Heat,Transcriptome-wide analysis of differential response to drought and heat stress in Moricandia suffruticosa and Brassica napus
PRJNA656507,SRR12429706,Leaf,Heat,Drought - Heat,Transcriptome-wide analysis of differential response to drought and heat stress in Moricandia suffruticosa and Brassica napus
PRJNA637154,SRR12001260,Root,Hypoxia,Short term hypoxia,The transcriptome analysis of short term hypoxia stress in Brassica napus
PRJNA637154,SRR12026443,Root,Hypoxia,Short term hypoxia,The transcriptome analysis of short term hypoxia stress in Brassica napus
PRJNA637154,SRR12001261,Root,Control,Short term hypoxia,The transcriptome analysis of short term hypoxia stress in Brassica napus
PRJNA721476,SRR14228491,Leaf,ABA,ABA-Dehydration,The RNA-seq of rapeseed leaves after dehydration and ABA treatment
PRJNA721476,SRR14228492,Leaf,Control_ABA,ABA-Dehydration,The RNA-seq of rapeseed leaves after dehydration and ABA treatment
PRJNA721476,SRR14228490,Leaf,Control_Dehydration,ABA-Dehydration,The RNA-seq of rapeseed leaves after dehydration and ABA treatment
PRJNA721476,SRR14228489,Leaf,Dehydration,ABA-Dehydration,The RNA-seq of rapeseed leaves after dehydration and ABA treatment
PRJNA721127,SRR14354557,Root,AS-24h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354556,Root,AS-24h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354555,Root,AS-24h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354544,Root,AS-2h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354543,Root,AS-2h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354542,Root,AS-2h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354551,Root,AS-72h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354550,Root,AS-72h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354548,Root,AS-72h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354561,Root,Control,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354560,Root,Control,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354549,Root,Control,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354541,Root,NS-24h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354559,Root,NS-24h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354558,Root,NS-24h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354547,Root,NS-2h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354546,Root,NS-2h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354545,Root,NS-2h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354554,Root,NS-72h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354553,Root,NS-72h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA721127,SRR14354552,Root,NS-72h,Salt,Transcriptome sequencing of canola roots under salt stress
PRJNA615051,SRR11412595,Leaf,Alaska_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412588,Leaf,Alaska_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412568,Leaf,Alaska_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412577,Leaf,Alaska_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412593,Leaf,Alaska_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412587,Leaf,Alaska_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412567,Leaf,Alaska_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412576,Leaf,Alaska_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412590,Leaf,Campari_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412572,Leaf,Campari_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412589,Leaf,Campari_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412571,Leaf,Campari_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412592,Leaf,Hokkai3Go_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412580,Leaf,Hokkai3Go_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412591,Leaf,Hokkai3Go_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412579,Leaf,Hokkai3Go_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412574,Leaf,Liporta_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412578,Leaf,Liporta_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412573,Leaf,Liporta_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412586,Leaf,Musette_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412565,Leaf,Musette_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412585,Leaf,Musette_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412584,Leaf,NKNemax_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412583,Leaf,NKNemax_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412570,Leaf,Pollen_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412582,Leaf,Pollen_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412569,Leaf,Pollen_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412581,Leaf,Pollen_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412566,Leaf,Zephir_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412453,Leaf,Alaska_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412369,Leaf,Alaska_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412441,Leaf,Alaska_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412368,Leaf,Alaska_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412440,Leaf,Campari_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412436,Leaf,Campari_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412356,Leaf,Campari_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412350,Leaf,Campari_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412439,Leaf,Campari_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412355,Leaf,Campari_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412349,Leaf,Campari_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412435,Leaf,Hokkai3Go_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412373,Leaf,Hokkai3Go_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412434,Leaf,Hokkai3Go_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412372,Leaf,Hokkai3Go_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412433,Leaf,Liporta_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412347,Leaf,Liporta_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412380,Leaf,Liporta_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412346,Leaf,Liporta_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412377,Leaf,Musette_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412365,Leaf,Musette_BBCH60_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412376,Leaf,Musette_BBCH65_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412370,Leaf,Musette_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412364,Leaf,Musette_BBCH65_leaf_stress,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412375,Leaf,NKNemax_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
PRJNA615051,SRR11412358,Leaf,NKNemax_BBCH60_leaf_control,Drought,Transcriptomics of winter oilseed rape under drought stress and control conditions. Plants were sampled before vernalization (BBCH18), after vernalization (BBCH20), before flowering (BBCH50) and stress treatment, at beginning of flowering (8 days stress, BBCH 60), at full flowering (21 days stress, BBCH 65), and during ripening (BBCH75) for leaves, flowers, and siliques. 
