BioProject&ID,Run&ID,Organ,Treatment,Experiment,Description
PRJNA662499,SRR12615542,Roots,Mendel$with&resistance&,Clubroot&resistance&(Mendel&and&rutabaga),Transcriptomic&responses&in&spring&canola&carrying&clubroot&resistance&introgressed&from&rutabaga&or&Mendel
PRJNA662499,SRR12615535,Roots,Mendel$lacking&resistance&,Clubroot&resistance&(Mendel&and&rutabaga),Transcriptomic&responses&in&spring&canola&carrying&clubroot&resistance&introgressed&from&rutabaga&or&Mendel
PRJNA662499,SRR12615536,Roots,Mendel$lacking&resistance&,Clubroot&resistance&(Mendel&and&rutabaga),Transcriptomic&responses&in&spring&canola&carrying&clubroot&resistance&introgressed&from&rutabaga&or&Mendel
PRJNA662499,SRR12615537,Roots,Mendel$lacking&resistance&,Clubroot&resistance&(Mendel&and&rutabaga),Transcriptomic&responses&in&spring&canola&carrying&clubroot&resistance&introgressed&from&rutabaga&or&Mendel
PRJNA662499,SRR12615532,Roots,Rutabaga$with&resistance&,Clubroot&resistance&(Mendel&and&rutabaga),Transcriptomic&responses&in&spring&canola&carrying&clubroot&resistance&introgressed&from&rutabaga&or&Mendel
PRJNA662499,SRR12615533,Roots,Rutabaga$with&resistance&,Clubroot&resistance&(Mendel&and&rutabaga),Transcriptomic&responses&in&spring&canola&carrying&clubroot&resistance&introgressed&from&rutabaga&or&Mendel
PRJNA662499,SRR12615534,Roots,Rutabaga$with&resistance&,Clubroot&resistance&(Mendel&and&rutabaga),Transcriptomic&responses&in&spring&canola&carrying&clubroot&resistance&introgressed&from&rutabaga&or&Mendel
PRJNA662499,SRR12615539,Roots,Rutabaga$lacking&resistance&,Clubroot&resistance&(Mendel&and&rutabaga),Transcriptomic&responses&in&spring&canola&carrying&clubroot&resistance&introgressed&from&rutabaga&or&Mendel
PRJNA662499,SRR12615540,Roots,Rutabaga$lacking&resistance&,Clubroot&resistance&(Mendel&and&rutabaga),Transcriptomic&responses&in&spring&canola&carrying&clubroot&resistance&introgressed&from&rutabaga&or&Mendel
PRJNA662499,SRR12615531,Roots,Rutabaga$lacking&resistance&,Clubroot&resistance&(Mendel&and&rutabaga),Transcriptomic&responses&in&spring&canola&carrying&clubroot&resistance&introgressed&from&rutabaga&or&Mendel
PRJNA685314,SRR13255325,Roots,resistant$control,Clubroot&resistance&(Tosca&x&BRH&1),The&transcriptomic&differences&of&inoculated&and&non$inoculated&DH&lines&(Tosca')&carrying&resistant&and&susceptible&background.
PRJNA685314,SRR13255326,Roots,resistant$control,Clubroot&resistance&(Tosca&x&BRH&1),The&transcriptomic&differences&of&inoculated&and&non$inoculated&DH&lines&(Tosca')&carrying&resistant&and&susceptible&background.
PRJNA685314,SRR13255329,Roots,susceptible$control,Clubroot&resistance&(Tosca&x&BRH&1),The&transcriptomic&differences&of&inoculated&and&non$inoculated&DH&lines&(Tosca')&carrying&resistant&and&susceptible&background.
PRJNA685314,SRR13255330,Roots,susceptible$control,Clubroot&resistance&(Tosca&x&BRH&1),The&transcriptomic&differences&of&inoculated&and&non$inoculated&DH&lines&(Tosca')&carrying&resistant&and&susceptible&background.
PRJNA685314,SRR13255331,Roots,resistant$inoculated,Clubroot&resistance&(Tosca&x&BRH&1),The&transcriptomic&differences&of&inoculated&and&non$inoculated&DH&lines&(Tosca')&carrying&resistant&and&susceptible&background.
PRJNA685314,SRR13255332,Roots,resistant$inoculated,Clubroot&resistance&(Tosca&x&BRH&1),The&transcriptomic&differences&of&inoculated&and&non$inoculated&DH&lines&(Tosca')&carrying&resistant&and&susceptible&background.
PRJEB34899,ERR3596731,cotyledons,AGP,Leptosphaeria$infected&cotyledons&(cotyledons),RNA&sequencing&from&Leptosphaeria$infected&cotyledons&(Brassica&napus&cv.&Darmor).
PRJEB34899,ERR3596732,cotyledons,AGQ,Leptosphaeria$infected&cotyledons&(cotyledons),RNA&sequencing&from&Leptosphaeria$infected&cotyledons&(Brassica&napus&cv.&Darmor).
PRJEB34899,ERR3596733,cotyledons,AHA,Leptosphaeria$infected&cotyledons&(cotyledons),RNA&sequencing&from&Leptosphaeria$infected&cotyledons&(Brassica&napus&cv.&Darmor).
PRJEB34899,ERR3596734,cotyledons,AHG,Leptosphaeria$infected&cotyledons&(cotyledons),RNA&sequencing&from&Leptosphaeria$infected&cotyledons&(Brassica&napus&cv.&Darmor).
PRJEB34899,ERR3596735,cotyledons,AHS,Leptosphaeria$infected&cotyledons&(cotyledons),RNA&sequencing&from&Leptosphaeria$infected&cotyledons&(Brassica&napus&cv.&Darmor).
PRJEB34899,ERR3596736,cotyledons,AIH,Leptosphaeria$infected&cotyledons&(cotyledons),RNA&sequencing&from&Leptosphaeria$infected&cotyledons&(Brassica&napus&cv.&Darmor).
PRJEB34899,ERR3596737,cotyledons,AIR,Leptosphaeria$infected&cotyledons&(cotyledons),RNA&sequencing&from&Leptosphaeria$infected&cotyledons&(Brassica&napus&cv.&Darmor).
PRJEB34899,ERR3596738,cotyledons,AKG,Leptosphaeria$infected&cotyledons&(cotyledons),RNA&sequencing&from&Leptosphaeria$infected&cotyledons&(Brassica&napus&cv.&Darmor).
PRJEB34899,ERR3596739,cotyledons,ALC,Leptosphaeria$infected&cotyledons&(cotyledons),RNA&sequencing&from&Leptosphaeria$infected&cotyledons&(Brassica&napus&cv.&Darmor).
PRJEB34899,ERR3596740,cotyledons,ALN,Leptosphaeria$infected&cotyledons&(cotyledons),RNA&sequencing&from&Leptosphaeria$infected&cotyledons&(Brassica&napus&cv.&Darmor).
PRJNA601293,SRR10896600,Seeds,ZZ,Sclerotinia&sclerotiorum&infection&(ZZ&and&CK),Transcriptome&sequencing&of&two&rapeseed&isolate&(ZZ&and&CK)&upon&Sclerotinia&sclerotiorum&infection
PRJNA601293,SRR10896601,Seeds,ZZ,Sclerotinia&sclerotiorum&infection&(ZZ&and&CK),Transcriptome&sequencing&of&two&rapeseed&isolate&(ZZ&and&CK)&upon&Sclerotinia&sclerotiorum&infection
PRJNA601293,SRR10896602,Seeds,ZZ,Sclerotinia&sclerotiorum&infection&(ZZ&and&CK),Transcriptome&sequencing&of&two&rapeseed&isolate&(ZZ&and&CK)&upon&Sclerotinia&sclerotiorum&infection
PRJNA601293,SRR10896603,Seeds,CK,Sclerotinia&sclerotiorum&infection&(ZZ&and&CK),Transcriptome&sequencing&of&two&rapeseed&isolate&(ZZ&and&CK)&upon&Sclerotinia&sclerotiorum&infection
PRJNA601293,SRR10896604,Seeds,CK,Sclerotinia&sclerotiorum&infection&(ZZ&and&CK),Transcriptome&sequencing&of&two&rapeseed&isolate&(ZZ&and&CK)&upon&Sclerotinia&sclerotiorum&infection
PRJNA601293,SRR10896605,Seeds,CK,Sclerotinia&sclerotiorum&infection&(ZZ&and&CK),Transcriptome&sequencing&of&two&rapeseed&isolate&(ZZ&and&CK)&upon&Sclerotinia&sclerotiorum&infection
PRJNA564005,SRR10070441,Roots,R_12&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070440,Roots,R_12&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070429,Roots,R_12&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070418,Roots,R_12&hpi_C,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070415,Roots,R_24&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070414,Roots,R_24&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070413,Roots,R_24&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070412,Roots,R_24&hpi_C,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070411,Roots,R_60&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070410,Roots,R_60&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070439,Roots,R_60&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070438,Roots,R_60&hpi_C,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070437,Roots,R_96&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070436,Roots,R_96&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070435,Roots,R_96&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070434,Roots,R_96&hpi_C,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070433,Roots,S_12&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070432,Roots,S_12&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070431,Roots,S_12&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070430,Roots,S_12&hpi_C,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070428,Roots,S_24&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070427,Roots,S_24&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070426,Roots,S_24&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070425,Roots,S_24&hpi_C,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070424,Roots,S_60&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070423,Roots,S_60&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070422,Roots,S_60&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070421,Roots,S_60&hpi_C,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070420,Roots,S_96&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070419,Roots,S_96&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070417,Roots,S_96&hpi,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
PRJNA564005,SRR10070416,Roots,S_96&hpi_C,Plasmodiophora&brassicae&infection&(Two&line&at&12%&24%&60%&and&96&h),The&comparative&transcriptome&analysis&on&two&rapeseed&accessions&of&R$&(resistant)&and&S$&(susceptible)&line.&The&12%&24%&60%&and&96&h&post$inoculation&of&P.&brassicae&as&the&sampling&time&points&were&selected
